baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,adaptive_policy_mix_apc,adaptive_policy_mix_pat,adaptive_policy_mix_waferagent,adaptive_wrong_choice_count,adaptive_non_worse_fraction,adaptive_effective_run_policy,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,cross_job_prefix_hit_rate_observed
apc_like,16.0,30,17.58340571614677,23632.09728250126,49.170492474466755,49.17049247446678,49.17049247446685,2.445898999827115,2.44589899982725,2.44589899982725,0.18081099982708793,0.18081099982708793,0.18081099982708793,42.94987295999999,0.0,0.0,0.0,0.5,22.0,0.0,64424509440.0,1.0,23040.0,15360.0,0.009814671359999999,0.012884901888,0.000201326592,0.0,0.000763363328,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,2013265920.0,2013265920.0,0.0,5.1161134615540504,14.337386935949326,0.03152061253786087,0.08405372500419617,8.58994945883751,67.02600885182619,2.234200295060873,0.04543782627804771,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
apc_like_with_affinity_placement,16.0,30,17.58340571614677,23632.09728250126,49.170492474466755,49.17049247446678,49.17049247446685,2.445898999827115,2.44589899982725,2.44589899982725,0.18081099982708793,0.18081099982708793,0.18081099982708793,42.94987295999999,0.0,0.0,0.0,0.5,22.0,0.0,64424509440.0,1.0,23040.0,15360.0,0.009814671359999999,0.012884901888,0.000201326592,0.0,0.000763363328,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,2013265920.0,2013265920.0,0.0,5.391634069383144,14.54827282577753,0.029840506613254547,0.08117314428091049,8.54665320366621,67.837443202734,2.2612481067577996,0.045987908458147334,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
pat_like_traffic_only,16.0,30,17.581344783357697,23629.327388832742,49.3704924744668,49.3704924744668,49.3704924744668,2.645898999827139,2.6458989998272955,2.6458989998272955,0.18081099982708793,0.18081099982708793,0.18081099982708793,42.94987295999999,0.0,0.0,0.0,0.5,22.0,0.0,64424509440.0,1.0,23040.0,15360.0,0.009814671359999999,0.012884901888,0.000201326592,0.0,0.000763363328,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,2013265920.0,2013265920.0,0.0,5.2254339680075645,14.050822705030441,0.03010127693414688,0.11539924889802933,8.831582963466644,67.51911714673042,2.2506372382243476,0.04558668802804271,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
pat_like_with_affinity_placement,16.0,30,17.581344783357697,23629.327388832742,49.3704924744668,49.3704924744668,49.3704924744668,2.645898999827139,2.6458989998272955,2.6458989998272955,0.18081099982708793,0.18081099982708793,0.18081099982708793,42.94987295999999,0.0,0.0,0.0,0.5,22.0,0.0,64424509440.0,1.0,23040.0,15360.0,0.009814671359999999,0.012884901888,0.000201326592,0.0,0.000763363328,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,2013265920.0,2013265920.0,0.0,5.260673351585865,15.024219639599323,0.03184005618095398,0.12479070574045181,9.048998355865479,68.66472028195858,2.288824009398619,0.04636016160021785,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
waferagent_adaptive,16.0,30,18.01764293204939,24215.71210067438,8.051039994466805,8.051039994466919,8.051039994466919,0.6154785198270929,0.6154785198270929,0.6154785198270929,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.58,55.0,268435456.0,0.0,1.0,23040.0,15360.0,0.009814671359999999,0.0,0.006214280806400001,0.0002147483648,0.0005414566843733333,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,122339459072.0,1946157056.0,268435456.0,5.29410969465971,15.05986787378788,0.03590155392885208,0.09112991392612457,9.052310138940811,69.83226165175438,2.3277420550584793,0.2891231513764982,0.0,0.0,1.0,0.0,1.0,per_prefix_mixed,1,512,128,32,2,0.0
waferagent_latency_safe,16.0,30,18.01764293204939,24215.71210067438,8.051039994466805,8.051039994466919,8.051039994466919,0.6154785198270929,0.6154785198270929,0.6154785198270929,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.58,55.0,268435456.0,0.0,1.0,23040.0,15360.0,0.009814671359999999,0.0,0.006214280806400001,0.0002147483648,0.0005414566843733333,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,122339459072.0,1946157056.0,268435456.0,5.327147431671619,15.192650258541107,0.032844021916389465,0.10367576032876968,8.635520935058594,69.31214407086372,2.310404802362124,0.28696973359342043,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
waferagent_no_affinity_placement,16.0,30,18.01764293204939,24215.71210067438,8.051039994466805,8.051039994466919,37.245851255266835,0.6154785198270929,0.6154785198270929,1.915077060627206,0.18081099982708793,0.18081099982708793,0.18081099982708793,1.4316624319999998,0.0,0.0,0.0,0.58,55.0,268435456.0,2147483648.0,1.0,23040.0,15360.0,0.009814671359999999,0.0004294967296,0.006214280806400001,0.0002147483648,0.0005557732420266667,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,122339459072.0,1946157056.0,268435456.0,5.495412275195122,14.41317517310381,0.03177858889102936,0.09109638631343842,8.633121848106384,143.6393056064844,4.78797685354948,0.5081867118668848,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
waferagent_no_decode_cohort,16.0,30,18.01764293204939,24215.71210067438,8.051039994466805,8.051039994466919,8.051039994466919,0.6154785198270929,0.6154785198270929,0.6154785198270929,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.58,55.0,268435456.0,0.0,1.0,23040.0,15360.0,0.009814671359999999,0.0,0.006214280806400001,0.0002147483648,0.0005414566843733333,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,122339459072.0,1946157056.0,268435456.0,5.239265039563179,15.153368934988976,0.031985342502593994,0.08004531264305115,8.632304146885872,69.02709417045116,2.300903139015039,0.2857895552122901,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
waferagent_no_kv_sharing,16.0,30,18.01764293204939,24215.71210067438,8.051039994466805,8.051039994466919,8.051039994466919,2.445898999827115,2.44589899982725,2.44589899982725,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,38400.0,0.0,0.01585446912,0.0,0.00025165824,0.0,0.000536870912,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5033164800.0,0.0,5.276855081319809,14.903862029314041,0.031867995858192444,0.08452869951725006,8.58325231820345,68.59683059155941,2.286561019718647,0.2840081556283546,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
waferagent_no_shared_kv_placement,16.0,30,18.01764293204939,24215.71210067438,8.051039994466805,8.051039994466919,8.051039994466919,0.6154785198270929,0.6154785198270929,0.6154785198270929,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.5,22.0,0.0,0.0,1.0,23040.0,15360.0,0.009814671359999999,0.0,0.000201326592,0.0,0.00033386659839999995,128849018880.0,128849018880.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2576.9803776,0.0,cohort_stage,latency_p50_ms,128849018880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91261440000002,2013265920.0,2013265920.0,0.0,5.322623997926712,15.179208479821682,0.033522024750709534,0.09831041097640991,8.47883615642786,68.88291332870722,2.2960971109569073,0.2851926102137018,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,2,0.0
apc_like,2.0,30,2.154170640107142,23161.642722431992,670.6043731144628,670.6043731144691,670.6043731144691,2.4458989998274774,2.4458989998274774,2.4458989998274774,0.18081099982708793,0.18081099982708793,0.18081099982708793,5277.483464959985,0.0,0.0,0.0,0.4375,22.0,0.0,7916161597440.0,7.080366225839268,76800.0,230400.0,0.03623878656,1.583232319488,0.001610612736,0.0,0.054036057292800005,1030792151040.0,1030792151040.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,20615.8430208,0.0,cohort_stage,latency_p50_ms,1030792151040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.6892160000046,30198988800.0,2013265920.0,0.0,31.202640384435654,94.9254184961319,0.03974698483943939,0.6840284913778305,79.89682909101248,254.23339754343033,8.474446584781012,0.012637028514179596,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
apc_like_with_affinity_placement,2.0,30,2.240320826563423,24087.929527209926,135.07023839446674,135.0702383944672,135.0702383944672,0.6154785198268655,0.615478519827775,0.615478519827775,0.18081099982708793,0.18081099982708793,0.18081099982708793,1030.79695104,0.0,0.0,0.0,0.9375,22.0,0.0,1546188226560.0,1.5,76800.0,230400.0,0.03623878656,0.309237645312,0.001610612736,0.0,0.0115695681536,1030792151040.0,1030792151040.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,20615.8430208,0.0,cohort_stage,latency_p50_ms,1030792151040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.6892160000046,30198988800.0,2013265920.0,0.0,31.785868108272552,96.41116484999657,0.03217160701751709,0.5836552008986473,65.33366069197655,239.7430380806327,7.9914346026877565,0.05916502922982282,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
pat_like_traffic_only,2.0,30,2.1541397042104387,23161.310099670638,670.8043731144626,670.804373114469,670.804373114469,2.6458989998272955,2.645898999828205,2.645898999828205,0.18081099982708793,0.18081099982708793,0.18081099982708793,5277.483464959985,0.0,0.0,0.0,0.4375,22.0,0.0,7916161597440.0,7.080366225839268,76800.0,230400.0,0.03623878656,1.583232319488,0.001610612736,0.0,0.054036057292800005,1030792151040.0,1030792151040.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,20615.8430208,0.0,cohort_stage,latency_p50_ms,1030792151040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.6892160000046,30198988800.0,2013265920.0,0.0,31.943795271217823,95.39816994220018,0.03717001527547836,0.9868154302239418,88.52738328278065,266.7538598179817,8.891795327266058,0.013255422420671637,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
pat_like_with_affinity_placement,2.0,30,2.2402873668137877,24087.569767981844,135.27023839446701,135.27023839446701,135.27023839446701,0.8154785198275931,0.8154785198275931,0.8154785198275931,0.18081099982708793,0.18081099982708793,0.18081099982708793,1030.79695104,0.0,0.0,0.0,0.9375,22.0,0.0,1546188226560.0,1.5,76800.0,230400.0,0.03623878656,0.309237645312,0.001610612736,0.0,0.0115695681536,1030792151040.0,1030792151040.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,20615.8430208,0.0,cohort_stage,latency_p50_ms,1030792151040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.6892160000046,30198988800.0,2013265920.0,0.0,31.253156252205372,96.66682127863169,0.04546809941530228,0.9281150996685028,67.69010052084923,242.2615373507142,8.07538457835714,0.05969816179970194,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
