job_id,workload,node_id,input_tokens,output_tokens,shared_prefix_token_len,private_prefix_token_len,shared_prefix_ratio
debate_job_2,debate,debate_job_2_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_2,debate,debate_job_2_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_2,debate,debate_job_2_r0_judge,2560,64,1280,1280,0.5
debate_job_3,debate,debate_job_3_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_judge,2560,64,1280,1280,0.5
debate_job_4,debate,debate_job_4_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_judge,2560,64,1280,1280,0.5
moa_job_0,moa,moa_job_0_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l2_agent_0,2561,64,1280,1281,0.4998047637641546
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_final,2049,64,1024,1025,0.4997559785261103
swe_like_job_0,swe_like,swe_like_job_0_planner,2049,128,1024,1025,0.4997559785261103
swe_like_job_0,swe_like,swe_like_job_0_reader_0,2049,128,1024,1025,0.4997559785261103
swe_like_job_0,swe_like,swe_like_job_0_reader_1,2049,128,1024,1025,0.4997559785261103
swe_like_job_0,swe_like,swe_like_job_0_reader_2,2049,128,1024,1025,0.4997559785261103
swe_like_job_0,swe_like,swe_like_job_0_reader_3,2049,128,1024,1025,0.4997559785261103
swe_like_job_0,swe_like,swe_like_job_0_patch_proposer,2561,256,1280,1281,0.4998047637641546
swe_like_job_0,swe_like,swe_like_job_0_reviewer,2049,64,1024,1025,0.4997559785261103
swe_like_job_0,swe_like,swe_like_job_0_final_patch_summary,2049,64,1024,1025,0.4997559785261103
swe_like_job_1,swe_like,swe_like_job_1_planner,2049,128,1024,1025,0.4997559785261103
swe_like_job_1,swe_like,swe_like_job_1_reader_0,2049,128,1024,1025,0.4997559785261103
swe_like_job_1,swe_like,swe_like_job_1_reader_1,2049,128,1024,1025,0.4997559785261103
swe_like_job_1,swe_like,swe_like_job_1_reader_2,2049,128,1024,1025,0.4997559785261103
swe_like_job_1,swe_like,swe_like_job_1_reader_3,2049,128,1024,1025,0.4997559785261103
swe_like_job_1,swe_like,swe_like_job_1_patch_proposer,2561,256,1280,1281,0.4998047637641546
swe_like_job_1,swe_like,swe_like_job_1_reviewer,2049,64,1024,1025,0.4997559785261103
swe_like_job_1,swe_like,swe_like_job_1_final_patch_summary,2049,64,1024,1025,0.4997559785261103
swe_like_job_2,swe_like,swe_like_job_2_planner,2049,128,1024,1025,0.4997559785261103
swe_like_job_2,swe_like,swe_like_job_2_reader_0,2049,128,1024,1025,0.4997559785261103
swe_like_job_2,swe_like,swe_like_job_2_reader_1,2049,128,1024,1025,0.4997559785261103
swe_like_job_2,swe_like,swe_like_job_2_reader_2,2049,128,1024,1025,0.4997559785261103
swe_like_job_2,swe_like,swe_like_job_2_reader_3,2049,128,1024,1025,0.4997559785261103
swe_like_job_2,swe_like,swe_like_job_2_patch_proposer,2561,256,1280,1281,0.4998047637641546
swe_like_job_2,swe_like,swe_like_job_2_reviewer,2049,64,1024,1025,0.4997559785261103
swe_like_job_2,swe_like,swe_like_job_2_final_patch_summary,2049,64,1024,1025,0.4997559785261103
swe_like_job_3,swe_like,swe_like_job_3_planner,2049,128,1024,1025,0.4997559785261103
swe_like_job_3,swe_like,swe_like_job_3_reader_0,2049,128,1024,1025,0.4997559785261103
swe_like_job_3,swe_like,swe_like_job_3_reader_1,2049,128,1024,1025,0.4997559785261103
swe_like_job_3,swe_like,swe_like_job_3_reader_2,2049,128,1024,1025,0.4997559785261103
swe_like_job_3,swe_like,swe_like_job_3_reader_3,2049,128,1024,1025,0.4997559785261103
swe_like_job_3,swe_like,swe_like_job_3_patch_proposer,2561,256,1280,1281,0.4998047637641546
swe_like_job_3,swe_like,swe_like_job_3_reviewer,2049,64,1024,1025,0.4997559785261103
swe_like_job_3,swe_like,swe_like_job_3_final_patch_summary,2049,64,1024,1025,0.4997559785261103
swe_like_job_4,swe_like,swe_like_job_4_planner,2049,128,1024,1025,0.4997559785261103
swe_like_job_4,swe_like,swe_like_job_4_reader_0,2049,128,1024,1025,0.4997559785261103
swe_like_job_4,swe_like,swe_like_job_4_reader_1,2049,128,1024,1025,0.4997559785261103
swe_like_job_4,swe_like,swe_like_job_4_reader_2,2049,128,1024,1025,0.4997559785261103
swe_like_job_4,swe_like,swe_like_job_4_reader_3,2049,128,1024,1025,0.4997559785261103
swe_like_job_4,swe_like,swe_like_job_4_patch_proposer,2561,256,1280,1281,0.4998047637641546
swe_like_job_4,swe_like,swe_like_job_4_reviewer,2049,64,1024,1025,0.4997559785261103
swe_like_job_4,swe_like,swe_like_job_4_final_patch_summary,2049,64,1024,1025,0.4997559785261103
rag_like_job_0,rag_like,rag_like_job_0_retriever,64,128,32,32,0.5
rag_like_job_0,rag_like,rag_like_job_0_domain_0,2177,128,1088,1089,0.4997703261368856
rag_like_job_0,rag_like,rag_like_job_0_domain_1,2177,128,1088,1089,0.4997703261368856
rag_like_job_0,rag_like,rag_like_job_0_domain_2,2177,128,1088,1089,0.4997703261368856
rag_like_job_0,rag_like,rag_like_job_0_domain_3,2177,128,1088,1089,0.4997703261368856
rag_like_job_0,rag_like,rag_like_job_0_critic,2560,128,1280,1280,0.5
rag_like_job_0,rag_like,rag_like_job_0_final,2049,128,1024,1025,0.4997559785261103
rag_like_job_1,rag_like,rag_like_job_1_retriever,64,128,32,32,0.5
rag_like_job_1,rag_like,rag_like_job_1_domain_0,2177,128,1088,1089,0.4997703261368856
rag_like_job_1,rag_like,rag_like_job_1_domain_1,2177,128,1088,1089,0.4997703261368856
rag_like_job_1,rag_like,rag_like_job_1_domain_2,2177,128,1088,1089,0.4997703261368856
rag_like_job_1,rag_like,rag_like_job_1_domain_3,2177,128,1088,1089,0.4997703261368856
rag_like_job_1,rag_like,rag_like_job_1_critic,2560,128,1280,1280,0.5
rag_like_job_1,rag_like,rag_like_job_1_final,2049,128,1024,1025,0.4997559785261103
rag_like_job_2,rag_like,rag_like_job_2_retriever,64,128,32,32,0.5
rag_like_job_2,rag_like,rag_like_job_2_domain_0,2177,128,1088,1089,0.4997703261368856
rag_like_job_2,rag_like,rag_like_job_2_domain_1,2177,128,1088,1089,0.4997703261368856
rag_like_job_2,rag_like,rag_like_job_2_domain_2,2177,128,1088,1089,0.4997703261368856
rag_like_job_2,rag_like,rag_like_job_2_domain_3,2177,128,1088,1089,0.4997703261368856
rag_like_job_2,rag_like,rag_like_job_2_critic,2560,128,1280,1280,0.5
rag_like_job_2,rag_like,rag_like_job_2_final,2049,128,1024,1025,0.4997559785261103
rag_like_job_3,rag_like,rag_like_job_3_retriever,64,128,32,32,0.5
rag_like_job_3,rag_like,rag_like_job_3_domain_0,2177,128,1088,1089,0.4997703261368856
rag_like_job_3,rag_like,rag_like_job_3_domain_1,2177,128,1088,1089,0.4997703261368856
rag_like_job_3,rag_like,rag_like_job_3_domain_2,2177,128,1088,1089,0.4997703261368856
rag_like_job_3,rag_like,rag_like_job_3_domain_3,2177,128,1088,1089,0.4997703261368856
rag_like_job_3,rag_like,rag_like_job_3_critic,2560,128,1280,1280,0.5
rag_like_job_3,rag_like,rag_like_job_3_final,2049,128,1024,1025,0.4997559785261103
rag_like_job_4,rag_like,rag_like_job_4_retriever,64,128,32,32,0.5
rag_like_job_4,rag_like,rag_like_job_4_domain_0,2177,128,1088,1089,0.4997703261368856
rag_like_job_4,rag_like,rag_like_job_4_domain_1,2177,128,1088,1089,0.4997703261368856
rag_like_job_4,rag_like,rag_like_job_4_domain_2,2177,128,1088,1089,0.4997703261368856
rag_like_job_4,rag_like,rag_like_job_4_domain_3,2177,128,1088,1089,0.4997703261368856
rag_like_job_4,rag_like,rag_like_job_4_critic,2560,128,1280,1280,0.5
rag_like_job_4,rag_like,rag_like_job_4_final,2049,128,1024,1025,0.4997559785261103
