baseline,job_id,workload,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,naive_kv_bytes,kv_bytes_total,kv_saving_ratio,kv_duplication_ratio,cache_hit_rate,sram_peak_occupancy_bytes,sram_overflow_bytes,prefill_ms_total,decode_ms_total,communication_time_ms,queue_wait_ms_total,prefill_utilization,decode_utilization,energy_estimated_j,energy_per_job_j,mesh_total_traffic_bytes,mesh_avg_link_load_bytes,mesh_max_link_load_bytes,mesh_hotspot_ratio,num_agents,shared_prefix_ratio,tool_latency_mean_ms,input_len,link_bandwidth_GBps,sram_per_tile_mb
waferagent_full,sensitivity_shared_prefix_ratio_0.9,debate,102.17488284488522,19.456756777316073,19.4944517892656,22.262741604196904,9.787141146206453,5100273664.0,812646400.0,0.8406661184210527,6.276129032258065,0.9444444444444444,812646400.0,0.0,23.489959939018654,312.15038400000003,0.012381193659486967,0.0,0.2298995534419107,1.0,0.016156613071999996,0.016156613071999996,770320.0,110045.71428571429,254480.0,2.3124935091909853,,0.9,,,,
wafer_naive,sensitivity_tool_latency_mean_ms_0,planner_worker_tool,144.26600864000002,30.576495360000003,30.866473600000006,32.6660884096,6.931639749564225,3070230528.0,3070230528.0,0.0,1.0,0.0,3070230528.0,0.0,93.44540800000001,235.14120000000003,0.01073824,0.0,0.6477299045070469,1.0,0.009764343705599999,0.009764343705599999,19968.0,1426.2857142857142,2048.0,1.435897435897436,,,0.0,,,
waferagent_full,sensitivity_tool_latency_mean_ms_0,planner_worker_tool,98.15109974317333,20.9346555518464,21.42028408362595,22.669158660446403,10.188372851823829,3070230528.0,1702887424.0,0.44535519125683065,1.8029556650246306,0.9090909090909091,1702887424.0,0.0,31.210914751385598,192.81578399999995,0.005599311347458545,0.0,0.3179884365336049,1.0,0.009764375487999999,0.009764375487999999,178880.0,22360.0,73344.0,3.280143112701252,,,0.0,,,
wafer_naive,sensitivity_tool_latency_mean_ms_100,planner_worker_tool,244.26600864000005,30.866473600000006,100.00081024,100.00081024000002,4.0938974913771276,3070230528.0,3070230528.0,0.0,1.0,0.0,3070230528.0,0.0,493.44540799999993,235.14120000000003,0.01073824,0.0,1.0,0.9626439687994075,0.009764343705599999,0.009764343705599999,19968.0,1426.2857142857142,2048.0,1.435897435897436,,,100.0,,,
waferagent_full,sensitivity_tool_latency_mean_ms_100,planner_worker_tool,190.15109974317332,21.025692784230387,92.000320544,92.000376544,5.2589756322768855,3070230528.0,1702887424.0,0.44535519125683065,1.8029556650246306,0.9090909090909091,1702887424.0,0.0,399.2109147513856,192.81578399999995,0.005599311347458545,0.0,1.0,1.0,0.009764375487999999,0.009764375487999999,178880.0,22360.0,73344.0,3.280143112701252,,,100.0,,,
wafer_naive,sensitivity_tool_latency_mean_ms_1000,planner_worker_tool,1144.26600864,30.866473600000063,1000.00081024,1000.0008102400001,0.8739226652275852,3070230528.0,3070230528.0,0.0,1.0,0.0,3070230528.0,0.0,4093.445407999999,235.14120000000003,0.01073824,0.0,1.0,0.2054952242088127,0.009764343705599999,0.009764343705599999,19968.0,1426.2857142857142,2048.0,1.435897435897436,,,1000.0,,,
waferagent_full,sensitivity_tool_latency_mean_ms_1000,planner_worker_tool,1018.1510997431733,21.025692784230387,920.000320544,920.000376544,0.9821724891838236,3070230528.0,1702887424.0,0.44535519125683065,1.8029556650246306,0.9090909090909091,1702887424.0,0.0,3711.210914751385,192.81578399999995,0.005599311347458545,0.0,1.0,0.18937835852521043,0.009764375487999999,0.009764375487999999,178880.0,22360.0,73344.0,3.280143112701252,,,1000.0,,,
wafer_naive,sensitivity_tool_latency_mean_ms_5000,planner_worker_tool,5144.266008639999,30.866473600000063,5000.00081024,5000.00081024,0.19439119173084368,3070230528.0,3070230528.0,0.0,1.0,0.0,3070230528.0,0.0,20093.445408,235.14120000000003,0.01073824,0.0,1.0,0.04570937809302066,0.009764343705599999,0.009764343705599999,19968.0,1426.2857142857142,2048.0,1.435897435897436,,,5000.0,,,
waferagent_full,sensitivity_tool_latency_mean_ms_5000,planner_worker_tool,4698.151099743172,21.02569278423016,4600.000320544,4600.000376544,0.21284968890308054,3070230528.0,1702887424.0,0.44535519125683065,1.8029556650246306,0.9090909090909091,1702887424.0,0.0,18431.210914751384,192.81578399999995,0.005599311347458545,0.0,1.0,0.041040779640003563,0.009764375487999999,0.009764375487999999,178880.0,22360.0,73344.0,3.280143112701252,,,5000.0,,,
wafer_naive,sensitivity_tool_latency_mean_ms_20000,planner_worker_tool,20144.26600864,30.866473599999154,20000.00081024,20000.00081024,0.04964191793193626,3070230528.0,3070230528.0,0.0,1.0,0.0,3070230528.0,0.0,80093.445408,235.14120000000003,0.01073824,0.0,1.0,0.011672860152817011,0.009764343705599999,0.009764343705599999,19968.0,1426.2857142857142,2048.0,1.435897435897436,,,20000.0,,,
waferagent_full,sensitivity_tool_latency_mean_ms_20000,planner_worker_tool,18498.151099743176,21.02569278423107,18400.000320544,18400.000376544,0.054059456786137064,3070230528.0,1702887424.0,0.44535519125683065,1.8029556650246306,0.9090909090909091,1702887424.0,0.0,73631.21091475138,192.81578399999995,0.005599311347458545,0.0,1.0,0.010423516542833135,0.009764375487999999,0.009764375487999999,178880.0,22360.0,73344.0,3.280143112701252,,,20000.0,,,
wafer_naive,sensitivity_input_len_512,debate,128.13580672,24.31482544,24.786298240000004,24.786298240000008,7.804219800833513,1476395008.0,1476395008.0,0.0,1.0,0.0,1476395008.0,0.0,42.05574912,380.6712,0.012584320000000001,0.0,0.3282123100211906,1.0,0.0052848288768,0.0052848288768,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,512.0,,
waferagent_full,sensitivity_input_len_512,debate,90.34417811134136,17.298974775039994,17.383249184,17.661412209951997,11.068781861821652,1476395008.0,805306368.0,0.4545454545454546,1.8333333333333333,0.9444444444444444,805306368.0,0.0,15.166943925683197,282.75791039999996,0.0049862701381818185,0.0,0.16787959382386825,1.0,0.0052848506368,0.0052848506368,137984.0,19712.0,44800.0,2.272727272727273,,,,512.0,,
wafer_naive,sensitivity_input_len_2048,debate,166.80860032,30.57679024,31.158363520000005,31.15836352000001,5.994894736132511,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012584320000000001,0.0,0.9383971983441676,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,2048.0,,
waferagent_full,sensitivity_input_len_2048,debate,110.8508160447141,21.026101527423997,21.1175637430016,22.53867063633203,9.02113340867629,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.008432185872501477,0.0,0.46010186569448946,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,2048.0,,
wafer_naive,sensitivity_input_len_8192,debate,400.77212032,68.83670704,69.85868224000001,69.85868224000001,2.495183545206541,19595788288.0,19595788288.0,0.0,1.0,0.0,19595788288.0,0.0,852.25765632,380.6712,0.012584320000000001,0.0,1.0,0.9498445143740282,0.0596430087168,0.0596430087168,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,8192.0,,
waferagent_full,sensitivity_input_len_8192,debate,193.12914904033775,33.098772199091194,33.25931585984,41.92869529924094,5.177882287417607,19595788288.0,10368319488.0,0.47089041095890416,1.889967637540453,0.9444444444444444,10368319488.0,0.0,278.13720280192,312.15038400000003,0.022213331512125734,0.0,1.0,1.0,0.059643325388799996,0.059643325388799996,1612544.0,230363.42857142858,536320.0,2.3281473249722175,,,,8192.0,,
wafer_naive,sensitivity_input_len_32768,debate,2604.9837299200003,433.26929584000004,436.0528787200001,436.0528787200001,0.3838795569102116,77577846784.0,77577846784.0,0.0,1.0,0.0,77577846784.0,43218108416.0,7440.2299776,380.67119999999943,0.012584320000000001,0.0,1.0,0.1461318915844783,0.2335891842048,0.2335891842048,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,32768.0,,
waferagent_full,sensitivity_input_len_32768,debate,969.1693949917399,147.70764225011192,148.14451169154557,226.49174756353312,1.0318113687530577,77577846784.0,40969961472.0,0.47188581314878897,1.8935298935298934,0.9444444444444444,40969961472.0,6610223104.0,2429.420508124825,312.1503839999996,0.07733703625836398,0.0,1.0,0.32208031497183215,0.2335904445952,0.2335904445952,6331136.0,904448.0,2109184.0,2.3320124540050946,,,,32768.0,,
wafer_naive,sensitivity_link_bandwidth_GBps_10,debate,166.8090304,30.576810719999997,31.15840448,31.15840448,5.994879279629216,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.0133216,0.0,0.9383947788956155,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,10.0,
waferagent_full,sensitivity_link_bandwidth_GBps_10,debate,110.86192298237086,21.027155223423996,21.1185099190016,22.538831486252025,9.020229607229696,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.02869982752927262,0.0,0.4600557694100254,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,10.0,
wafer_naive,sensitivity_link_bandwidth_GBps_25,debate,166.80870784,30.57679536,31.158373760000003,31.158373760000014,5.994890871999215,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012768640000000001,0.0,0.9383965934808599,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,25.0,
waferagent_full,sensitivity_link_bandwidth_GBps_25,debate,110.85359277912829,21.026364951424,21.117800287001604,22.538710848812027,9.020907441335376,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.013499096286694262,0.0,0.4600903407573857,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,25.0,
wafer_naive,sensitivity_link_bandwidth_GBps_50,debate,166.80860032,30.57679024,31.158363520000005,31.15836352000001,5.994894736132511,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012584320000000001,0.0,0.9383971983441676,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,50.0,
waferagent_full,sensitivity_link_bandwidth_GBps_50,debate,110.8508160447141,21.026101527423997,21.1175637430016,22.53867063633203,9.02113340867629,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.008432185872501477,0.0,0.46010186569448946,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,50.0,
wafer_naive,sensitivity_link_bandwidth_GBps_100,debate,166.80854656,30.576787680000002,31.1583584,31.15835840000001,5.994896668201028,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.01249216,0.0,0.9383975007761138,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,100.0,
waferagent_full,sensitivity_link_bandwidth_GBps_100,debate,110.84942767750701,21.025969815424002,21.117445471001606,22.538650530092028,9.021246396592039,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.005898730665405086,0.0,0.46010762837956265,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,100.0,
wafer_naive,sensitivity_link_bandwidth_GBps_200,debate,166.80851968000002,30.576786400000003,31.158355840000013,31.158355840000013,5.994897634235752,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.01244608,0.0,0.93839765199216,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,200.0,
waferagent_full,sensitivity_link_bandwidth_GBps_200,debate,110.84873349390345,21.025903959424,21.1173863350016,22.538640476972027,9.021302891611287,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.004632003061856889,0.0,0.460110509776232,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,200.0,
wafer_naive,sensitivity_sram_per_tile_mb_2,debate,166.80860032,30.57679024,31.158363520000005,31.15836352000001,5.994894736132511,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012584320000000001,0.0,0.9383971983441676,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,,2.0
waferagent_full,sensitivity_sram_per_tile_mb_2,debate,110.8508160447141,21.026101527423997,21.1175637430016,22.53867063633203,9.02113340867629,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.008432185872501477,0.0,0.46010186569448946,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,,2.0
wafer_naive,sensitivity_sram_per_tile_mb_4,debate,166.80860032,30.57679024,31.158363520000005,31.15836352000001,5.994894736132511,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012584320000000001,0.0,0.9383971983441676,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,,4.0
waferagent_full,sensitivity_sram_per_tile_mb_4,debate,110.8508160447141,21.026101527423997,21.1175637430016,22.53867063633203,9.02113340867629,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.008432185872501477,0.0,0.46010186569448946,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,,4.0
wafer_naive,sensitivity_sram_per_tile_mb_8,debate,166.80860032,30.57679024,31.158363520000005,31.15836352000001,5.994894736132511,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012584320000000001,0.0,0.9383971983441676,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,,8.0
waferagent_full,sensitivity_sram_per_tile_mb_8,debate,110.8508160447141,21.026101527423997,21.1175637430016,22.53867063633203,9.02113340867629,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.008432185872501477,0.0,0.46010186569448946,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,,8.0
wafer_naive,sensitivity_sram_per_tile_mb_16,debate,166.80860032,30.57679024,31.158363520000005,31.15836352000001,5.994894736132511,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012584320000000001,0.0,0.9383971983441676,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,,16.0
waferagent_full,sensitivity_sram_per_tile_mb_16,debate,110.8508160447141,21.026101527423997,21.1175637430016,22.53867063633203,9.02113340867629,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.008432185872501477,0.0,0.46010186569448946,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,,16.0
wafer_naive,sensitivity_sram_per_tile_mb_32,debate,166.80860032,30.57679024,31.158363520000005,31.15836352000001,5.994894736132511,5100273664.0,5100273664.0,0.0,1.0,0.0,5100273664.0,0.0,156.53272320000002,380.6712,0.012584320000000001,0.0,0.9383971983441676,1.0,0.0161564648448,0.0161564648448,29184.0,1716.7058823529412,2048.0,1.1929824561403508,,,,,,32.0
waferagent_full,sensitivity_sram_per_tile_mb_32,debate,110.8508160447141,21.026101527423997,21.1175637430016,22.53867063633203,9.02113340867629,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,0.9444444444444444,2717908992.0,0.0,51.0026672759296,312.15038400000003,0.008432185872501477,0.0,0.46010186569448946,1.0,0.0161565455872,0.0161565455872,432896.0,61842.28571428572,143104.0,2.314015375517445,,,,,,32.0
