workflow,state_id,kind,token_size,kv_size_bytes,consumer_count,producer,producer_deterministic,state_deterministic,prefix_compatible,kv_cacheable,prompt_position,dynamic_hot_candidate,raw_duplicated_state_tokens,prefix_covered,operator_cache_covered,kvflow_cache_covered,residual_candidate,reason,prefix_covered_tokens,operator_cache_covered_tokens,kvflow_cache_covered_tokens,residual_token_weighted_fanout
debate,S_document,document,1000,1024000,8,,,True,True,True,1,False,7000,True,False,False,False,covered_by_exact_prefix_cache,7000,0,0,0
debate,S_role_instruction,role_instruction,1000,1024000,8,,,True,True,True,3,False,7000,True,False,False,False,covered_by_exact_prefix_cache,7000,0,0,0
debate,S_transcript_r0,intermediate_summary,935,957440,4,O_transcript_r0,True,True,False,False,,False,2805,False,True,False,False,covered_by_deterministic_operator_output_cache,0,2805,0,0
debate,S_round_0_stance_0,unique_context,445,455680,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r0_a0,debate_turn,208,212992,1,O_debate_r0_a0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_round_0_stance_1,unique_context,396,405504,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r0_a1,debate_turn,285,291840,1,O_debate_r0_a1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_round_0_stance_2,unique_context,408,417792,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r0_a2,debate_turn,225,230400,1,O_debate_r0_a2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_round_0_stance_3,unique_context,309,316416,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r0_a3,debate_turn,217,222208,1,O_debate_r0_a3,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_round_1_stance_0,unique_context,383,392192,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r1_a0,debate_turn,299,306176,1,O_debate_r1_a0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_round_1_stance_1,unique_context,399,408576,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r1_a1,debate_turn,315,322560,1,O_debate_r1_a1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_round_1_stance_2,unique_context,438,448512,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r1_a2,debate_turn,189,193536,1,O_debate_r1_a2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_round_1_stance_3,unique_context,387,396288,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_debate_r1_a3,debate_turn,186,190464,1,O_debate_r1_a3,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_transcript_r1,intermediate_summary,989,1012736,1,O_transcript_r1,True,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
debate,S_verdict,output,275,281600,0,O_judge,False,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_task,task,1000,1024000,5,,,True,True,True,0,False,4000,True,False,False,False,covered_by_exact_prefix_cache,4000,0,0,0
reflection,S_rubric,rubric,1000,1024000,3,,,True,True,True,2,False,2000,True,False,False,False,covered_by_exact_prefix_cache,2000,0,0,0
reflection,S_document,document,1000,1024000,2,,,True,True,True,1,False,1000,True,False,False,False,covered_by_exact_prefix_cache,1000,0,0,0
reflection,S_draft,intermediate_summary,251,257024,4,O_expert_draft,False,False,False,False,,False,753,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,753,0
reflection,S_style_guide,style_guide,1000,1024000,1,,,True,True,True,3,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_critic_lens_0,unique_context,349,357376,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_critic_0_feedback,critic_feedback,219,224256,1,O_critic_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_critic_lens_1,unique_context,396,405504,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_critic_1_feedback,critic_feedback,238,243712,1,O_critic_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_critic_lens_2,unique_context,451,461824,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_critic_2_feedback,critic_feedback,279,285696,1,O_critic_2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
reflection,S_revised_answer,output,230,235520,0,O_revise,False,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_task,task,1334,1366016,8,,,True,True,True,0,False,9338,True,False,False,False,covered_by_exact_prefix_cache,9338,0,0,0
iterative,S_rubric,rubric,1333,1364992,8,,,True,True,True,1,False,9331,True,False,False,False,covered_by_exact_prefix_cache,9331,0,0,0
iterative,S_global_context,global_context,1333,1364992,8,,,True,True,True,2,False,9331,True,False,False,False,covered_by_exact_prefix_cache,9331,0,0,0
iterative,S_chunk_0,document,890,911360,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_0,intermediate_summary,208,212992,1,O_refine_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_chunk_1,document,793,812032,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_1,intermediate_summary,285,291840,1,O_refine_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_chunk_2,document,817,836608,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_2,intermediate_summary,225,230400,1,O_refine_2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_chunk_3,document,618,632832,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_3,intermediate_summary,217,222208,1,O_refine_3,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_chunk_4,document,767,785408,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_4,intermediate_summary,299,306176,1,O_refine_4,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_chunk_5,document,799,818176,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_5,intermediate_summary,315,322560,1,O_refine_5,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_chunk_6,document,876,897024,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_6,intermediate_summary,189,193536,1,O_refine_6,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_chunk_7,document,774,792576,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
iterative,S_running_summary_7,intermediate_summary,186,190464,0,O_refine_7,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_task,task,1000,1024000,9,,,True,True,True,0,False,8000,True,False,False,False,covered_by_exact_prefix_cache,8000,0,0,0
parallel_chains,S_rubric,rubric,1000,1024000,9,,,True,True,True,2,False,8000,True,False,False,False,covered_by_exact_prefix_cache,8000,0,0,0
parallel_chains,S_document,document,1000,1024000,8,,,True,True,True,1,False,7000,True,False,False,False,covered_by_exact_prefix_cache,7000,0,0,0
parallel_chains,S_chain_2_context,unique_context,447,457728,2,,,True,False,False,,False,447,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,447,0
parallel_chains,S_chain_0_context,unique_context,445,455680,2,,,True,False,False,,False,445,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,445,0
parallel_chains,S_chain_1_context,unique_context,396,405504,2,,,True,False,False,,False,396,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,396,0
parallel_chains,S_chain_3_context,unique_context,375,384000,2,,,True,False,False,,False,375,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,375,0
parallel_chains,S_tool_schema,tool_schema,1000,1024000,0,,,True,True,True,3,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_0_0_out,intermediate_summary,208,212992,1,O_chain_0_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_0_1_out,intermediate_summary,219,224256,1,O_chain_0_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_1_0_out,intermediate_summary,238,243712,1,O_chain_1_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_1_1_out,intermediate_summary,282,288768,1,O_chain_1_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_2_0_out,intermediate_summary,230,235520,1,O_chain_2_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_2_1_out,intermediate_summary,233,238592,1,O_chain_2_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_3_0_out,intermediate_summary,304,311296,1,O_chain_3_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_chain_3_1_out,intermediate_summary,244,249856,1,O_chain_3_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
parallel_chains,S_parallel_report,output,241,246784,0,O_writer,False,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_task,task,800,819200,33,,,True,True,True,0,False,25600,True,False,False,False,covered_by_exact_prefix_cache,25600,0,0,0
trading,S_market_context,market_context,800,819200,33,,,True,True,True,1,False,25600,True,False,False,False,covered_by_exact_prefix_cache,25600,0,0,0
trading,S_risk_policy,risk_policy,800,819200,9,,,True,True,True,2,False,6400,True,False,False,False,covered_by_exact_prefix_cache,6400,0,0,0
trading,S_tool_schema,tool_schema,800,819200,8,,,True,True,True,3,False,5600,True,False,False,False,covered_by_exact_prefix_cache,5600,0,0,0
trading,S_role_instruction,role_instruction,800,819200,8,,,True,True,True,4,False,5600,True,False,False,False,covered_by_exact_prefix_cache,5600,0,0,0
trading,S_market_signal_5,retrieval,486,497664,2,,,True,False,False,,False,486,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,486,0
trading,S_market_signal_0,retrieval,445,455680,2,,,True,False,False,,False,445,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,445,0
trading,S_market_signal_2,retrieval,438,448512,2,,,True,False,False,,False,438,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,438,0
trading,S_market_signal_3,retrieval,426,436224,2,,,True,False,False,,False,426,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,426,0
trading,S_market_signal_1,retrieval,409,418816,2,,,True,False,False,,False,409,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,409,0
trading,S_market_signal_4,retrieval,390,399360,2,,,True,False,False,,False,390,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,390,0
trading,S_market_signal_7,retrieval,385,394240,2,,,True,False,False,,False,385,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,385,0
trading,S_market_signal_6,retrieval,288,294912,2,,,True,False,False,,False,288,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,288,0
trading,S_trade_3,planner_output,262,268288,2,O_trader_3,False,False,False,False,,False,262,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,262,0
trading,S_trade_4,planner_output,250,256000,2,O_trader_4,False,False,False,False,,False,250,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,250,0
trading,S_trade_1,planner_output,249,254976,2,O_trader_1,False,False,False,False,,False,249,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,249,0
trading,S_trade_0,planner_output,247,252928,2,O_trader_0,False,False,False,False,,False,247,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,247,0
trading,S_trade_7,planner_output,245,250880,2,O_trader_7,False,False,False,False,,False,245,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,245,0
trading,S_trade_5,planner_output,238,243712,2,O_trader_5,False,False,False,False,,False,238,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,238,0
trading,S_trade_2,planner_output,222,227328,2,O_trader_2,False,False,False,False,,False,222,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,222,0
trading,S_trade_6,planner_output,213,218112,2,O_trader_6,False,False,False,False,,False,213,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,213,0
trading,S_analyst_0_view,intermediate_summary,208,212992,1,O_analyst_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_0_evidence,retrieval_result,219,224256,1,O_researcher_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_0,critic_feedback,210,215040,1,O_risk_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_analyst_1_view,intermediate_summary,225,230400,1,O_analyst_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_1_evidence,retrieval_result,249,254976,1,O_researcher_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_1,critic_feedback,315,322560,1,O_risk_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_analyst_2_view,intermediate_summary,189,193536,1,O_analyst_2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_2_evidence,retrieval_result,286,292864,1,O_researcher_2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_2,critic_feedback,212,217088,1,O_risk_2,False,False,False,False,,True,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_analyst_3_view,intermediate_summary,283,289792,1,O_analyst_3,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_3_evidence,retrieval_result,242,247808,1,O_researcher_3,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_3,critic_feedback,214,219136,1,O_risk_3,False,False,False,False,,True,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_analyst_4_view,intermediate_summary,220,225280,1,O_analyst_4,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_4_evidence,retrieval_result,284,290816,1,O_researcher_4,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_4,critic_feedback,222,227328,1,O_risk_4,False,False,False,False,,True,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_analyst_5_view,intermediate_summary,229,234496,1,O_analyst_5,False,False,False,False,,True,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_5_evidence,retrieval_result,240,245760,1,O_researcher_5,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_5,critic_feedback,253,259072,1,O_risk_5,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_analyst_6_view,intermediate_summary,246,251904,1,O_analyst_6,False,False,False,False,,True,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_6_evidence,retrieval_result,239,244736,1,O_researcher_6,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_6,critic_feedback,289,295936,1,O_risk_6,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_analyst_7_view,intermediate_summary,211,216064,1,O_analyst_7,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_research_7_evidence,retrieval_result,263,269312,1,O_researcher_7,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_risk_7,critic_feedback,268,274432,1,O_risk_7,False,False,False,False,,True,0,False,False,False,False,no_repeated_consumers,0,0,0,0
trading,S_portfolio_decision,output,231,236544,0,O_manager,False,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_task,task,800,819200,14,,,True,True,True,0,False,10400,True,False,False,False,covered_by_exact_prefix_cache,10400,0,0,0
software_dev,S_repo_context,repo_context,800,819200,14,,,True,True,True,1,False,10400,True,False,False,False,covered_by_exact_prefix_cache,10400,0,0,0
software_dev,S_tool_schema,tool_schema,800,819200,4,,,True,True,True,3,False,2400,True,False,False,False,covered_by_exact_prefix_cache,2400,0,0,0
software_dev,S_test_plan,test_plan,800,819200,4,,,True,True,True,4,False,2400,True,False,False,False,covered_by_exact_prefix_cache,2400,0,0,0
software_dev,S_coding_standards,coding_standards,800,819200,2,,,True,True,True,2,False,800,True,False,False,False,covered_by_exact_prefix_cache,800,0,0,0
software_dev,S_plan,planner_output,251,257024,4,O_planner,False,False,False,False,,False,753,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,753,0
software_dev,S_code_3,output,275,281600,2,O_coder_3,False,False,False,False,,False,275,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,275,0
software_dev,S_code_2,output,273,279552,2,O_coder_2,False,False,False,False,,False,273,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,273,0
software_dev,S_code_1,output,225,230400,2,O_coder_1,False,False,False,False,,False,225,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,225,0
software_dev,S_code_0,output,219,224256,2,O_coder_0,False,False,False,False,,False,219,False,False,True,False,covered_by_kvflow_future_cache_capacity,0,0,219,0
software_dev,S_feature_slice_0,unique_context,349,357376,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_test_result_0,critic_feedback,247,252928,1,O_tester_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_fixed_code_0,output,210,215040,1,O_debugger_0,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_feature_slice_1,unique_context,409,418816,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_test_result_1,critic_feedback,249,254976,1,O_tester_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_fixed_code_1,output,249,254976,1,O_debugger_1,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_feature_slice_2,unique_context,505,517120,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_test_result_2,critic_feedback,189,193536,1,O_tester_2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_fixed_code_2,output,286,292864,1,O_debugger_2,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_feature_slice_3,unique_context,356,364544,1,,,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_test_result_3,critic_feedback,268,274432,1,O_tester_3,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_fixed_code_3,output,283,289792,1,O_debugger_3,False,False,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
software_dev,S_reviewed_patch,output,242,247808,0,O_reviewer,False,True,False,False,,False,0,False,False,False,False,no_repeated_consumers,0,0,0,0
