state_id,kind,token_size,kv_size_bytes,producer,consumers,lifetime_start,lifetime_end,materialized_form,location,prefix_compatible,kv_cacheable,prompt_position,static_hotness,dynamic_hotness,deterministic,metadata
S_market_signal_1,retrieval,409,418816,,"[""O_analyst_1"", ""O_researcher_1""]",0,17,inline,,False,False,,429.45000000000005,424.92975519729305,True,{}
S_analyst_1_view,intermediate_summary,225,230400,O_analyst_1,"[""O_trader_1""]",1,33,output,,False,False,,0.0,330.50972941721193,False,"{""dynamic_hot_candidate"": false}"
S_research_1_evidence,retrieval_result,249,254976,O_researcher_1,"[""O_trader_1""]",17,33,output,,False,False,,0.0,365.7641005550479,False,"{""dynamic_hot_candidate"": false}"
S_trade_1,planner_output,249,254976,O_trader_1,"[""O_risk_1"", ""O_manager""]",33,64,output,,False,False,,510.44999999999993,528.7094587519322,False,"{""dynamic_hot_candidate"": false}"
S_risk_1,critic_feedback,315,322560,O_risk_1,"[""O_manager""]",49,64,output,,False,False,,0.0,740.3417938945546,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_2,retrieval,438,448512,,"[""O_analyst_2"", ""O_researcher_2""]",0,24,inline,,False,False,,459.90000000000003,455.0592488420889,True,{}
S_analyst_2_view,intermediate_summary,189,193536,O_analyst_2,"[""O_trader_2""]",8,40,output,,False,False,,0.0,277.628172710458,False,"{""dynamic_hot_candidate"": false}"
S_research_2_evidence,retrieval_result,286,292864,O_researcher_2,"[""O_trader_2""]",24,40,output,,False,False,,0.0,420.1145893925449,False,"{""dynamic_hot_candidate"": false}"
S_trade_2,planner_output,222,227328,O_trader_2,"[""O_risk_2"", ""O_manager""]",40,64,output,,False,False,,455.09999999999997,471.3795174414816,False,"{""dynamic_hot_candidate"": false}"
S_risk_2,critic_feedback,212,217088,O_risk_2,"[""O_manager""]",56,64,output,,False,False,,0.0,498.2617787480812,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_3,retrieval,426,436224,,"[""O_analyst_3"", ""O_researcher_3""]",0,25,inline,,False,False,,447.3,442.5918721614837,True,{}
S_analyst_3_view,intermediate_summary,283,289792,O_analyst_3,"[""O_trader_3""]",9,41,output,,False,False,,0.0,415.7077930003154,False,"{""dynamic_hot_candidate"": false}"
S_research_3_evidence,retrieval_result,242,247808,O_researcher_3,"[""O_trader_3""]",25,41,output,,False,False,,0.0,355.4815756398457,False,"{""dynamic_hot_candidate"": false}"
S_trade_3,planner_output,262,268288,O_trader_3,"[""O_risk_3"", ""O_manager""]",41,64,output,,False,False,,537.0999999999999,556.3127638273342,False,"{""dynamic_hot_candidate"": false}"
S_risk_3,critic_feedback,214,219136,O_risk_3,"[""O_manager""]",57,64,output,,False,False,,0.0,502.9623615664594,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_4,retrieval,390,399360,,"[""O_analyst_4"", ""O_researcher_4""]",0,26,inline,,False,False,,409.5,405.1897421196682,True,{}
S_analyst_4_view,intermediate_summary,220,225280,O_analyst_4,"[""O_trader_4""]",10,42,output,,False,False,,0.0,323.16506876349604,False,"{""dynamic_hot_candidate"": false}"
S_research_4_evidence,retrieval_result,284,290816,O_researcher_4,"[""O_trader_4""]",26,42,output,,False,False,,0.0,417.17672513105856,False,"{""dynamic_hot_candidate"": false}"
S_trade_4,planner_output,250,256000,O_trader_4,"[""O_risk_4"", ""O_manager""]",42,64,output,,False,False,,512.5,530.8327899115784,False,"{""dynamic_hot_candidate"": false}"
S_risk_4,critic_feedback,222,227328,O_risk_4,"[""O_manager""]",58,64,output,,False,False,,0.0,521.7646928399718,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_5,retrieval,486,497664,,"[""O_analyst_5"", ""O_researcher_5""]",0,27,inline,,False,False,,510.3,504.9287555645095,True,{}
S_analyst_5_view,intermediate_summary,229,234496,O_analyst_5,"[""O_trader_5""]",11,43,output,,False,False,,0.0,336.38545794018455,False,"{""dynamic_hot_candidate"": true}"
S_research_5_evidence,retrieval_result,240,245760,O_researcher_5,"[""O_trader_5""]",27,43,output,,False,False,,0.0,352.5437113783594,False,"{""dynamic_hot_candidate"": false}"
S_trade_5,planner_output,238,243712,O_trader_5,"[""O_risk_5"", ""O_manager""]",43,64,output,,False,False,,487.9,505.35281599582265,False,"{""dynamic_hot_candidate"": false}"
S_risk_5,critic_feedback,253,259072,O_risk_5,"[""O_manager""]",59,64,output,,False,False,,0.0,594.6237265248327,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_6,retrieval,288,294912,,"[""O_analyst_6"", ""O_researcher_6""]",0,28,inline,,False,False,,302.40000000000003,299.2170403345242,True,{}
S_analyst_6_view,intermediate_summary,246,251904,O_analyst_6,"[""O_trader_6""]",12,44,output,,False,False,,0.0,361.35730416281837,False,"{""dynamic_hot_candidate"": true}"
S_research_6_evidence,retrieval_result,239,244736,O_researcher_6,"[""O_trader_6""]",28,44,output,,False,False,,0.0,351.0747792476162,False,"{""dynamic_hot_candidate"": false}"
S_trade_6,planner_output,213,218112,O_trader_6,"[""O_risk_6"", ""O_manager""]",44,64,output,,False,False,,436.65,452.2695370046648,False,"{""dynamic_hot_candidate"": false}"
S_risk_6,critic_feedback,289,295936,O_risk_6,"[""O_manager""]",60,64,output,,False,False,,0.0,679.2342172556391,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_7,retrieval,385,394240,,"[""O_analyst_7"", ""O_researcher_7""]",0,29,inline,,False,False,,404.25,399.99500183608274,True,{}
S_analyst_7_view,intermediate_summary,211,216064,O_analyst_7,"[""O_trader_7""]",13,45,output,,False,False,,0.0,309.94467958680764,False,"{""dynamic_hot_candidate"": false}"
S_research_7_evidence,retrieval_result,263,269312,O_researcher_7,"[""O_trader_7""]",29,45,output,,False,False,,0.0,386.3291503854522,False,"{""dynamic_hot_candidate"": false}"
S_trade_7,planner_output,245,250880,O_trader_7,"[""O_risk_7"", ""O_manager""]",45,64,output,,False,False,,502.24999999999994,520.2161341133468,False,"{""dynamic_hot_candidate"": false}"
S_risk_7,critic_feedback,268,274432,O_risk_7,"[""O_manager""]",61,64,output,,False,False,,0.0,629.8780976626688,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_8,retrieval,346,354304,,"[""O_analyst_8"", ""O_researcher_8""]",0,30,inline,,False,False,,363.3,359.4760276241159,True,{}
S_analyst_8_view,intermediate_summary,221,226304,O_analyst_8,"[""O_trader_8""]",14,46,output,,False,False,,0.0,324.63400089423925,False,"{""dynamic_hot_candidate"": false}"
S_research_8_evidence,retrieval_result,252,258048,O_researcher_8,"[""O_trader_8""]",30,46,output,,False,False,,0.0,370.1708969472773,False,"{""dynamic_hot_candidate"": true}"
S_trade_8,planner_output,188,192512,O_trader_8,"[""O_risk_8"", ""O_manager""]",46,64,output,,False,False,,385.4,399.186258013507,False,"{""dynamic_hot_candidate"": false}"
S_risk_8,critic_feedback,304,311296,O_risk_8,"[""O_manager""]",62,64,output,,False,False,,0.0,714.488588393475,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_9,retrieval,335,343040,,"[""O_analyst_9"", ""O_researcher_9""]",0,31,inline,,False,False,,351.75,348.04759900022776,True,{}
S_analyst_9_view,intermediate_summary,213,218112,O_analyst_9,"[""O_trader_9""]",15,47,output,,False,False,,0.0,312.88254384829395,False,"{""dynamic_hot_candidate"": false}"
S_research_9_evidence,retrieval_result,279,285696,O_researcher_9,"[""O_trader_9""]",31,47,output,,False,False,,0.0,409.8320644773428,False,"{""dynamic_hot_candidate"": false}"
S_trade_9,planner_output,287,293888,O_trader_9,"[""O_risk_9"", ""O_manager""]",47,64,output,,False,False,,588.3499999999999,609.396042818492,False,"{""dynamic_hot_candidate"": false}"
S_risk_9,critic_feedback,198,202752,O_risk_9,"[""O_manager""]",63,64,output,,False,False,,0.0,465.3576990194344,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_10,retrieval,460,471040,,"[""O_analyst_10"", ""O_researcher_10""]",0,18,inline,,False,False,,483.0,477.9161060898651,True,{}
S_analyst_10_view,intermediate_summary,237,242688,O_analyst_10,"[""O_trader_10""]",2,34,output,,False,False,,0.0,348.1369149861299,False,"{""dynamic_hot_candidate"": false}"
S_research_10_evidence,retrieval_result,316,323584,O_researcher_10,"[""O_trader_10""]",18,34,output,,False,False,,0.0,464.1825533148398,False,"{""dynamic_hot_candidate"": false}"
S_trade_10,planner_output,248,253952,O_trader_10,"[""O_risk_10"", ""O_manager""]",34,64,output,,False,False,,508.4,526.5861275922857,False,"{""dynamic_hot_candidate"": false}"
S_risk_10,critic_feedback,223,228352,O_risk_10,"[""O_manager""]",50,64,output,,False,False,,0.0,524.1149842491609,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_11,retrieval,363,371712,,"[""O_analyst_11"", ""O_researcher_11""]",0,19,inline,,False,False,,381.15000000000003,377.13814458830655,True,{}
S_analyst_11_view,intermediate_summary,262,268288,O_analyst_11,"[""O_trader_11""]",3,35,output,,False,False,,0.0,384.86021825470897,False,"{""dynamic_hot_candidate"": false}"
S_research_11_evidence,retrieval_result,231,236544,O_researcher_11,"[""O_trader_11""]",19,35,output,,False,False,,0.0,339.3233222016709,False,"{""dynamic_hot_candidate"": false}"
S_trade_11,planner_output,259,265216,O_trader_11,"[""O_risk_11"", ""O_manager""]",35,64,output,,False,False,,530.9499999999999,549.9427703483952,False,"{""dynamic_hot_candidate"": true}"
S_risk_11,critic_feedback,302,309248,O_risk_11,"[""O_manager""]",51,64,output,,False,False,,0.0,709.7880055750969,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_12,retrieval,408,417792,,"[""O_analyst_12"", ""O_researcher_12""]",0,20,inline,,False,False,,428.40000000000003,423.89080714057593,True,{}
S_analyst_12_view,intermediate_summary,237,242688,O_analyst_12,"[""O_trader_12""]",4,36,output,,False,False,,0.0,348.1369149861299,False,"{""dynamic_hot_candidate"": true}"
S_research_12_evidence,retrieval_result,287,293888,O_researcher_12,"[""O_trader_12""]",20,36,output,,False,False,,0.0,421.583521523288,False,"{""dynamic_hot_candidate"": false}"
S_trade_12,planner_output,260,266240,O_trader_12,"[""O_risk_12"", ""O_manager""]",36,64,output,,False,False,,533.0,552.0661015080416,False,"{""dynamic_hot_candidate"": false}"
S_risk_12,critic_feedback,247,252928,O_risk_12,"[""O_manager""]",52,64,output,,False,False,,0.0,580.5219780696984,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_13,retrieval,389,398336,,"[""O_analyst_13"", ""O_researcher_13""]",0,21,inline,,False,False,,408.45000000000005,404.1507940629511,True,{}
S_analyst_13_view,intermediate_summary,219,224256,O_analyst_13,"[""O_trader_13""]",5,37,output,,False,False,,0.0,321.69613663275294,False,"{""dynamic_hot_candidate"": false}"
S_research_13_evidence,retrieval_result,225,230400,O_researcher_13,"[""O_trader_13""]",21,37,output,,False,False,,0.0,330.50972941721193,False,"{""dynamic_hot_candidate"": false}"
S_trade_13,planner_output,258,264192,O_trader_13,"[""O_risk_13"", ""O_manager""]",37,64,output,,False,False,,528.9,547.8194391887489,False,"{""dynamic_hot_candidate"": false}"
S_risk_13,critic_feedback,249,254976,O_risk_13,"[""O_manager""]",53,64,output,,False,False,,0.0,585.2225608880766,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_14,retrieval,429,439296,,"[""O_analyst_14"", ""O_researcher_14""]",0,22,inline,,False,False,,450.45000000000005,445.70871633163495,True,{}
S_analyst_14_view,intermediate_summary,245,250880,O_analyst_14,"[""O_trader_14""]",6,38,output,,False,False,,0.0,359.8883720320752,False,"{""dynamic_hot_candidate"": true}"
S_research_14_evidence,retrieval_result,272,278528,O_researcher_14,"[""O_trader_14""]",22,38,output,,False,False,,0.0,399.5495395621406,False,"{""dynamic_hot_candidate"": true}"
S_trade_14,planner_output,183,187392,O_trader_14,"[""O_risk_14"", ""O_manager""]",38,64,output,,False,False,,375.15,388.5696022152754,False,"{""dynamic_hot_candidate"": true}"
S_risk_14,critic_feedback,268,274432,O_risk_14,"[""O_manager""]",54,64,output,,False,False,,0.0,629.8780976626688,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_15,retrieval,422,432128,,"[""O_analyst_15"", ""O_researcher_15""]",0,23,inline,,False,False,,443.1,438.4360799346153,True,{}
S_analyst_15_view,intermediate_summary,233,238592,O_analyst_15,"[""O_trader_15""]",7,39,output,,False,False,,0.0,342.26118646315723,False,"{""dynamic_hot_candidate"": true}"
S_research_15_evidence,retrieval_result,227,232448,O_researcher_15,"[""O_trader_15""]",23,39,output,,False,False,,0.0,333.44759367869824,False,"{""dynamic_hot_candidate"": true}"
S_trade_15,planner_output,263,269312,O_trader_15,"[""O_risk_15"", ""O_manager""]",39,64,output,,False,False,,539.15,558.4360949869804,False,"{""dynamic_hot_candidate"": false}"
S_risk_15,critic_feedback,253,259072,O_risk_15,"[""O_manager""]",55,64,output,,False,False,,0.0,594.6237265248327,False,"{""dynamic_hot_candidate"": false}"
S_portfolio_decision,output,219,224256,O_manager,[],64,64,output,,False,False,,0.0,0.0,True,"{""dynamic_hot_candidate"": true}"
