state_id,kind,token_size,kv_size_bytes,producer,consumers,lifetime_start,lifetime_end,materialized_form,location,prefix_compatible,kv_cacheable,prompt_position,static_hotness,dynamic_hotness,deterministic,metadata
S_risk_3,critic_feedback,214,219136,O_risk_3,"[""O_manager""]",27,32,output,,False,False,,0.0,502.9623615664594,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_4,retrieval,390,399360,,"[""O_analyst_4"", ""O_researcher_4""]",0,12,inline,,False,False,,409.5,405.1897421196682,True,{}
S_analyst_4_view,intermediate_summary,220,225280,O_analyst_4,"[""O_trader_4""]",4,20,output,,False,False,,0.0,323.16506876349604,False,"{""dynamic_hot_candidate"": false}"
S_research_4_evidence,retrieval_result,284,290816,O_researcher_4,"[""O_trader_4""]",12,20,output,,False,False,,0.0,417.17672513105856,False,"{""dynamic_hot_candidate"": false}"
S_trade_4,planner_output,250,256000,O_trader_4,"[""O_risk_4"", ""O_manager""]",20,32,output,,False,False,,512.5,530.8327899115784,False,"{""dynamic_hot_candidate"": false}"
S_risk_4,critic_feedback,222,227328,O_risk_4,"[""O_manager""]",28,32,output,,False,False,,0.0,521.7646928399718,False,"{""dynamic_hot_candidate"": true}"
S_market_signal_5,retrieval,486,497664,,"[""O_analyst_5"", ""O_researcher_5""]",0,13,inline,,False,False,,510.3,504.9287555645095,True,{}
S_analyst_5_view,intermediate_summary,229,234496,O_analyst_5,"[""O_trader_5""]",5,21,output,,False,False,,0.0,336.38545794018455,False,"{""dynamic_hot_candidate"": true}"
S_research_5_evidence,retrieval_result,240,245760,O_researcher_5,"[""O_trader_5""]",13,21,output,,False,False,,0.0,352.5437113783594,False,"{""dynamic_hot_candidate"": false}"
S_trade_5,planner_output,238,243712,O_trader_5,"[""O_risk_5"", ""O_manager""]",21,32,output,,False,False,,487.9,505.35281599582265,False,"{""dynamic_hot_candidate"": false}"
S_risk_5,critic_feedback,253,259072,O_risk_5,"[""O_manager""]",29,32,output,,False,False,,0.0,594.6237265248327,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_6,retrieval,288,294912,,"[""O_analyst_6"", ""O_researcher_6""]",0,14,inline,,False,False,,302.40000000000003,299.2170403345242,True,{}
S_analyst_6_view,intermediate_summary,246,251904,O_analyst_6,"[""O_trader_6""]",6,22,output,,False,False,,0.0,361.35730416281837,False,"{""dynamic_hot_candidate"": true}"
S_research_6_evidence,retrieval_result,239,244736,O_researcher_6,"[""O_trader_6""]",14,22,output,,False,False,,0.0,351.0747792476162,False,"{""dynamic_hot_candidate"": false}"
S_trade_6,planner_output,213,218112,O_trader_6,"[""O_risk_6"", ""O_manager""]",22,32,output,,False,False,,436.65,452.2695370046648,False,"{""dynamic_hot_candidate"": false}"
S_risk_6,critic_feedback,289,295936,O_risk_6,"[""O_manager""]",30,32,output,,False,False,,0.0,679.2342172556391,False,"{""dynamic_hot_candidate"": false}"
S_market_signal_7,retrieval,385,394240,,"[""O_analyst_7"", ""O_researcher_7""]",0,15,inline,,False,False,,404.25,399.99500183608274,True,{}
S_analyst_7_view,intermediate_summary,211,216064,O_analyst_7,"[""O_trader_7""]",7,23,output,,False,False,,0.0,309.94467958680764,False,"{""dynamic_hot_candidate"": false}"
S_research_7_evidence,retrieval_result,263,269312,O_researcher_7,"[""O_trader_7""]",15,23,output,,False,False,,0.0,386.3291503854522,False,"{""dynamic_hot_candidate"": false}"
S_trade_7,planner_output,245,250880,O_trader_7,"[""O_risk_7"", ""O_manager""]",23,32,output,,False,False,,502.24999999999994,520.2161341133468,False,"{""dynamic_hot_candidate"": false}"
S_risk_7,critic_feedback,268,274432,O_risk_7,"[""O_manager""]",31,32,output,,False,False,,0.0,629.8780976626688,False,"{""dynamic_hot_candidate"": true}"
S_portfolio_decision,output,231,236544,O_manager,[],32,32,output,,False,False,,0.0,0.0,True,"{""dynamic_hot_candidate"": false}"
