baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
no_cache,4.0,100,1.7045932901121341,74674.82285323237,17410.817491563383,29451.208367117677,29451.20836711769,14.649519384476662,21.135614570164762,21.135614570164762,0.10892852648024634,0.11190335356424692,0.11190335356424692,24699.42871808,0.0,0.0,0.0,0.0,449.0,0.0,123497090227200.0,2.036462391848389,4275200.0,0.0,1.7226006528,24.699418045439998,0.02801795072,0.1744830464,0.26624519695359994,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560359014400.0,218103808000.0,78.33500858396292,235.7156164944172,0.03481563180685043,1.170910894870758,132.56521988660097,582.8192550688982,5.828192550688982,0.00033474548530033703
pat_like_traffic_only,4.0,100,1.8269703860538629,80035.91867224762,7500.664057975364,25447.475029006608,27030.328124291358,5.476444475975768,11.069016979250591,17.378153274061333,0.10861359607428689,0.11143963825606855,0.11166873719397205,14720.995152264,0.0,0.9107142857142857,765.0,0.7952941176470588,92.0,64692944896.0,73604938177352.0,3.6667792848749543,2163200.0,2112000.0,0.8921284608,14.7209876354704,0.01400897536,0.0526938800128,0.156798189516432,21223580893103.0,35540854374400.0,0.40283987915635766,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.37216005474329,0.0,cohort_stage,latency_p50_ms,21223580893103.0,151.0,3.8543046357615895,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8543046357615895,0.047063281233034326,0.0,0.0,0.0,0.0,13193.271705599904,212131119104.0,68048388096.0,65867350016.0,78.68115697056055,234.65133551508188,0.020644627511501312,11.358171701431274,138.30637838691473,602.7033748105168,6.027033748105168,0.00041492047192242664
wafer_naive,4.0,100,1.7045932901121341,74674.82285323237,17410.817491563383,29451.208367117677,29451.20836711769,14.649519384476662,21.135614570164762,21.135614570164762,0.10892852648024634,0.11190335356424692,0.11190335356424692,24699.42871808,0.0,0.0,0.0,0.0,449.0,0.0,123497090227200.0,2.036462391848389,4275200.0,0.0,1.7226006528,24.699418045439998,0.02801795072,0.1744830464,0.26624519695359994,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560359014400.0,218103808000.0,79.30558267980814,235.34304648637772,0.022445805370807648,1.2083789333701134,133.13371781259775,658.803217113018,6.58803217113018,0.0003783872971112636
waferagent_latency_safe,4.0,100,3.411165617135275,149436.34335546213,78.7451755365579,694.7482153892007,1494.3852447835031,5.376444475975404,10.869016979249864,17.178153274060605,0.1088065057547169,0.11174486542736706,0.11182410949580657,124.2883854941395,68.34580096934107,0.9107142857142857,765.0,0.9496996996996997,57.0,25132269568.0,279709937152.0,2.986563530698026,2163200.0,2112000.0,0.8921284608,0.0559419874304,1.3706602951428,0.0203474075648,0.023390781509379996,28619085080072.0,35540854374400.0,0.1947552870117195,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,24.232736065983772,0.0,cohort_stage,latency_p50_ms,28619085080072.0,189.0,2.0,244.0,189.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,27395623380488.0,17582522368.0,25434259456.0,79.08835727721453,244.94862742722034,0.04245247691869736,13.90760112553835,130.630093626678,615.6451357528567,6.156451357528567,0.030375822404037914
apc_like,8.0,100,2.2789546670576346,99836.44605446084,17304.658029211438,29283.598732685947,29358.290834596875,6.911555683145707,10.869016979249864,17.178153274062424,0.10892852648024456,0.11190335356424692,0.11190335356424692,24611.8898869824,0.0,0.9107142857142857,765.0,0.8176470588235294,71.0,58409877504.0,123059397827584.0,4.069509950250079,2163200.0,2112000.0,0.8921284608,24.6118795655168,0.01400897536,0.048016392192,0.255660333938688,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599936,218414186496.0,61765320704.0,60020490240.0,78.30795273184776,235.19021272659302,0.020516104996204376,1.1677900329232216,129.49764542281628,582.0021973922849,5.820021973922849,0.0003361121930432271
ideal_next_use_cache,8.0,100,4.975196187139565,217953.39456621005,121.68997183471629,3315.449013423308,7409.443045030039,5.5285431841026025,11.069016979250591,17.378153274063152,0.10855089754511012,0.11143963825606687,0.11159260896057871,1113.6889146364485,977.0358254167983,0.9107142857142857,765.0,0.9001650165016502,106.0,54291070976.0,1126033242827.0,2.003623465079731,2163200.0,2112000.0,0.8921284608,0.2252066485654,0.83037488414305,0.043808666419200004,0.0199151865992765,19756420064784.0,35540854374400.0,0.4441208459238811,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,21.160960055887696,0.0,cohort_stage,latency_p50_ms,19756420064784.0,165.0,4.0181818181818185,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0181818181818185,0.12439490554997268,0.0,0.0,0.0,0.0,13193.271705599906,16577533575085.0,29964107776.0,54760833024.0,148.828343488276,241.15606676787138,0.021126121282577515,11.195776052772999,127.49019172042608,669.309307821095,6.69309307821095,0.005596286060243059
kvflow_like,8.0,100,2.2789546670576346,99836.44605446084,17304.658029211438,29283.598732685947,29358.290834596875,6.911555683145707,10.869016979249864,17.178153274062424,0.10892852648024456,0.11190335356424692,0.11190335356424692,24610.690281724805,0.0,0.9107142857142857,765.0,0.8223529411764706,73.0,58720256000.0,123053399972864.0,4.069748662755427,2163200.0,2112000.0,0.8921284608,24.6106799945728,0.01400897536,0.048264694988800004,0.25565082125721594,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599936,218103808000.0,62075699200.0,60330868736.0,79.09798808395863,236.10757756978273,0.02299528568983078,1.203944906592369,128.99255100637674,586.0468288883567,5.860468288883567,0.00033847358950838264
no_cache,8.0,100,2.2697294582648007,99432.30810766439,17410.817491563394,29451.208367117688,29451.208367117695,14.649519384476207,21.135614570164762,21.135614570164762,0.10892852648024456,0.11190335356424692,0.11190335356424692,24699.42871808001,0.0,0.0,0.0,0.0,449.0,0.0,123497090227200.0,2.036462391848389,4275200.0,0.0,1.7226006528,24.699418045439998,0.02801795072,0.1744830464,0.26624519695359994,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560359014400.0,218103808000.0,78.12071871012449,235.22733617573977,0.020186416804790497,1.1382270604372025,132.23738875240088,656.5446555614471,6.565446555614471,0.0003770900797045188
pat_like_traffic_only,8.0,100,2.329363038874111,102044.73600699705,8295.132039043663,26663.895557879405,27059.537638651043,5.476444475975768,11.069016979250591,17.378153274063152,0.10855089754510647,0.11143963825606772,0.11166873719397205,14752.120054097799,0.0,0.9107142857142857,765.0,0.7976470588235294,87.0,68618813440.0,73760563632953.0,3.681356007422268,2163200.0,2112000.0,0.8921284608,14.752112726590601,0.01400897536,0.0561298538496,0.15714380016600202,21421793633811.0,35540854374400.0,0.3972628398815007,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.631744049489495,0.0,cohort_stage,latency_p50_ms,21421793633811.0,153.0,3.849673202614379,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,3.849673202614379,0.06300485420771033,0.0,0.0,0.0,0.0,13193.271705599907,208205250560.0,71974256640.0,70162317312.0,78.50106619298458,235.32505612820387,0.022322870790958405,11.42843160778284,198.5784200951457,669.3189237266779,6.693189237266779,0.0004596470726648885
wafer_naive,8.0,100,2.2697294582648007,99432.30810766439,17410.817491563394,29451.208367117688,29451.208367117695,14.649519384476207,21.135614570164762,21.135614570164762,0.10892852648024456,0.11190335356424692,0.11190335356424692,24699.42871808001,0.0,0.0,0.0,0.0,449.0,0.0,123497090227200.0,2.036462391848389,4275200.0,0.0,1.7226006528,24.699418045439998,0.02801795072,0.1744830464,0.26624519695359994,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560359014400.0,218103808000.0,79.2402196675539,235.17272900789976,0.026728026568889618,1.169397495687008,132.94265791773796,588.9579243957996,5.889579243957996,0.0003382712642190326
waferagent_latency_safe,8.0,100,4.872104865886209,213437.16996474305,78.74517553655915,5256.956266126932,7103.61937267353,5.376444475975404,10.869016979249864,17.178153274062424,0.10880650575471512,0.11174486542736706,0.11182410949580698,1312.691968634607,1238.6866817583293,0.9107142857142857,765.0,0.898355754857997,114.0,62579015680.0,1151051427328.0,2.0634327585184375,2163200.0,2112000.0,0.8921284608,0.2302102854656,1.2827852642667,0.05062692700160001,0.024557509375339005,28794319745750.0,35540854374400.0,0.1898247734165196,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,23.852864056825638,0.0,cohort_stage,latency_p50_ms,28794319745750.0,186.0,2.0,383.0,186.0,0.0,0.0,0.0,0.0,197.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599904,25619634270934.0,36071014400.0,63283658752.0,79.47290688753128,239.186174236238,0.02142135053873062,14.137963764369488,130.36305643618107,602.1001087501645,6.021001087501645,0.004324003096500944
apc_like,16.0,100,2.739427791860588,120008.85270582863,17260.82424587237,29220.80525625047,29358.290834596883,6.9115556831447975,10.869016979248045,17.178153274060605,0.1089285264802469,0.11190335356424692,0.11190335356424692,24594.625842406396,0.0,0.9107142857142857,765.0,0.8588235294117647,56.0,48687480832.0,122973079051264.0,8.142622096653339,2163200.0,2112000.0,0.8921284608,24.5946158102528,0.01400897536,0.0402384748544,0.25540991721267203,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599946,228136583168.0,52042924032.0,50298093568.0,78.67144048213959,233.03378093987703,0.021367333829402924,1.1434806510806084,128.5328259691596,580.8720197528601,5.808720197528601,0.0003358521458627023
ideal_next_use_cache,16.0,100,5.156335700787638,225888.75438010486,250.89178769581954,8128.768145461673,12354.563276203491,5.476444475974176,11.069016979247863,17.378153274060423,0.10855089754510973,0.11143963825606604,0.1115926089605775,2710.3820123624555,2786.7634391141664,0.9107142857142857,765.0,0.8722176422093982,128.0,72947335168.0,1316515042404.0,2.0882472558307072,2163200.0,2112000.0,0.8921284608,0.2633030084808,0.75562097835625,0.05905580032,0.0197010824795705,19804094201768.0,35540854374400.0,0.4427794561958295,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,21.666048072278496,0.0,cohort_stage,latency_p50_ms,19804094201768.0,169.0,3.940828402366864,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,3.940828402366864,0.14929009604338767,0.0,0.0,0.0,0.0,13193.271705599904,15071986476565.0,40433090560.0,73819750400.0,79.86058667302132,242.21248365938663,0.020909123122692108,11.932512745261192,128.2284464687109,600.9762529283762,6.009762529283762,0.002151347307379635
kvflow_like,16.0,100,2.739427791860588,120008.85270582863,17273.659295632366,29220.80525625047,29358.290834596883,6.9115556831447975,10.869016979248045,17.178153274060605,0.1089285264802469,0.11190335356424692,0.11190335356424692,24595.3053356064,0.0,0.9107142857142857,765.0,0.8552941176470589,59.0,49165631488.0,122976476437504.0,8.142521566766364,2163200.0,2112000.0,0.8921284608,24.5952952875008,0.01400897536,0.040620995379200005,0.2554205371904,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599946,227658432512.0,52521074688.0,50776244224.0,78.85121367871761,310.04970241338015,0.02267211675643921,1.217871904373169,129.11681085824966,660.4803437367082,6.604803437367082,0.00038186723911644933
no_cache,16.0,100,2.720743337393851,119190.32412454984,17410.817491563394,29451.208367117695,29451.208367117702,14.649519384475752,21.135614570163852,21.135614570163852,0.10892852648024688,0.11190335356424692,0.11190335356424692,24699.42871808001,0.0,0.0,0.0,0.0,449.0,0.0,123497090227200.0,2.036462391848389,4275200.0,0.0,1.7226006528,24.699418045439998,0.02801795072,0.1744830464,0.26624519695359994,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560359014400.0,218103808000.0,78.68660893291235,234.95117854326963,0.02825353294610977,1.1570639908313751,132.27870129048824,581.7428631708026,5.817428631708026,0.00033412725361844296
