baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
no_shared_kv_decode_cohort,8.0,100,3.64949078775534,159876.89242998595,2574.51262406723,10469.059866531592,13548.983373873649,9.450284075534,17.38703139104109,23.696167685853652,4.231528814337388,6.572776216218417,6.5727762162184185,1859.444540006143,2234.1676248572244,0.9107142857142857,765.0,0.8087719298245614,236.0,162411839488.0,1235340160512.0,2.2651020261368884,2163200.0,2112000.0,0.8921284608,0.24706803210240003,1.253643911168,0.13234539069440002,0.025251857947647997,35540854374400.0,35540854374400.0,0.0,analytical,,695784.701952,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599907,24975461318656.0,97416904704.0,165431738368.0,78.72812077403069,240.46417884528637,0.018602237105369568,0.9736251085996628,41.484275832772255,550.5353845655918,5.505353845655918,0.0012726573063413787
no_shared_kv_replication,8.0,100,2.8500852695867858,124856.53549005791,2285.301716081698,17346.970758525902,20950.577984004198,7.36745512202117,17.58703139104182,23.89616768585438,2.3139625278160296,5.06533628793596,5.194405739087557,3493.1060407312675,4151.071687524946,0.9107142857142857,765.0,0.7391304347826086,257.0,171127603200.0,1877867267993.0,2.0161243785192347,2163200.0,2112000.0,0.8921284608,0.3755734535986,0.6216824232307001,0.1389958791168,0.020283802167461,22788237479033.0,35540854374400.0,0.3588157099721464,analytical,,231155.5198590978,0.0,22788237479033.0,159.0,3.6540880503144653,159.0,159.0,0.0,0.0,0.0,3.6540880503144653,0.09524386275202104,0.0,0.0,0.0,0.0,13193.271705599907,12333622702822.0,100025761792.0,173744848896.0,79.63997032493353,240.0108566507697,0.02060364931821823,12.271096929907799,55.74255343526602,504.4491430744529,5.044491430744529,0.0008907353396023203
waferagent_full,8.0,100,3.228951643677004,141453.9136062022,2285.559511107281,12125.914616868306,16438.900782154335,9.103980308213067,17.38703139104109,23.696167685853652,3.4574380403488485,5.88016868159959,5.880168681599592,2467.7766881256475,3046.7849739066028,0.9107142857142857,765.0,0.7244224422442245,241.0,168602632192.0,1341103730176.0,2.7285827428962333,2163200.0,2112000.0,0.8921284608,0.2682207460352,0.89911583571285,0.1373517119488,0.0219681675449685,28905559398673.0,35540854374400.0,0.18669486405218183,analytical,,275410.8117057542,0.0,28905559398673.0,249.0,2.0,249.0,249.0,0.0,0.0,0.0,2.0,4.22168674564332e-06,0.0,0.0,0.0,0.0,13193.271705599907,17881359816977.0,100956897280.0,171689639936.0,78.34249548614025,242.6263988018036,0.02623535692691803,14.528374187648296,57.20033776015043,504.60194144397974,5.046019414439797,0.0010508187845217915
no_affinity_placement,16.0,100,0.2900702993875622,12707.399675570323,168107.8978345511,327914.56581761426,337088.15782273526,9.047804099432227,17.58703139104091,23.89616768585347,2.376892871102552,4.92946298629665,5.191024184662755,162859.17658909812,390721.88148610987,0.9107142857142857,765.0,0.7232502011263073,242.0,169516990464.0,61691000888283.0,5.133066704844728,2163200.0,2112000.0,0.8921284608,12.338200177656601,0.43376686661310004,0.1382711033856,0.13802366608455302,22197464727478.0,35540854374400.0,0.3754380664673389,analytical,,275015.738100941,0.0,22197464727478.0,145.0,4.248275862068965,145.0,145.0,0.0,0.0,0.0,4.248275862068965,0.22416382014497419,536870912.0,48318382080.0,536870912.0,219043332096.0,13193.271705599931,8583565960742.0,91771371520.0,172838879232.0,78.95706873387098,236.12774163484573,0.03086775541305542,15.940000303089619,67.41259340196848,512.3876510187984,5.1238765101879835,3.213134052286443e-05
no_aggregator_placement,16.0,100,2.937731998871661,128696.16340656973,2150.6717494442278,21466.088872032127,26792.20983408817,9.110274582953934,17.58703139104091,23.89616768585347,2.415816577023983,5.065336287935961,5.070021574199505,4872.510659332128,5278.555801097378,0.9107142857142857,765.0,0.7267032106499608,258.0,176563421184.0,2244013229976.0,2.3618354293395516,2163200.0,2112000.0,0.8921284608,0.4488026459952,0.54568297692815,0.14366665605120002,0.0203028073977455,22181143851741.0,35540854374400.0,0.3758972809691927,analytical,,256444.29786234905,0.0,22181143851741.0,163.0,3.6564417177914113,163.0,163.0,0.0,0.0,0.0,3.6564417177914113,0.19531160361164276,0.0,0.0,0.0,0.0,13193.271705599907,10813675719811.0,99983818752.0,179583320064.0,79.70902044326067,240.6465308740735,0.021056272089481354,12.809230014681816,56.15935008972883,564.3655331805348,5.643655331805348,0.0008086682515774301
no_distributed_sram_policy,16.0,100,2.937731998871661,128696.16340656973,2150.6717494442278,21466.088872032127,26792.20983408817,9.110274582953934,17.58703139104091,23.89616768585347,2.3139625278160296,5.065336287935961,5.070021574199505,4872.510659332128,5278.555801097378,0.9107142857142857,765.0,0.7299843014128728,253.0,175808446464.0,2244013229976.0,2.3618354293395516,2163200.0,2112000.0,0.8921284608,0.4488026459952,0.54262281272975,0.1430626762752,0.0202661659580015,22119940567773.0,35540854374400.0,0.37761933534985737,analytical,,256444.30017331228,0.0,22119940567773.0,163.0,3.6748466257668713,163.0,163.0,0.0,0.0,0.0,3.6748466257668713,0.1830864376508468,0.0,0.0,0.0,0.0,13193.271705599907,10753227410563.0,99228844032.0,178828345344.0,80.26569150388241,245.11130154132843,0.026444904506206512,12.751862406730652,56.29445239901543,512.4573316425085,5.124573316425085,0.000734504628568827
no_future_reuse_policy,16.0,100,2.937731998871661,128696.16340656973,2150.6717494442278,21466.088872032127,26792.20983408817,9.110274582953934,17.58703139104091,23.89616768585347,2.3139625278160296,5.065336287935961,5.070021574199505,4872.510659332128,5278.555801097378,0.9107142857142857,765.0,0.7299843014128728,253.0,175808446464.0,2244013229976.0,2.3618354293395516,2163200.0,2112000.0,0.8921284608,0.4488026459952,0.54262281272975,0.1430626762752,0.0202661659580015,22119940567773.0,35540854374400.0,0.37761933534985737,analytical,,256444.30017331228,0.0,22119940567773.0,163.0,3.6748466257668713,163.0,163.0,0.0,0.0,0.0,3.6748466257668713,0.1830864376508468,0.0,0.0,0.0,0.0,13193.271705599907,10753227410563.0,99228844032.0,178828345344.0,79.53020185232162,240.94955250620842,0.021083280444145203,12.904040515422821,56.48633558303118,505.87208941578865,5.0587208941578865,0.0007250660068590553
no_kv_sharing,16.0,100,2.935593190221965,128602.46647724386,2463.963919635107,21120.62210243429,26714.739146492582,18.38302594646359,27.853628981956717,27.853628981956717,2.2681088917709493,4.25050389427233,6.312029850240363,5153.1772140643725,5527.172566484336,0.0,0.0,0.05551086082059534,728.0,123832631296.0,2287070277120.0,2.210328587260443,4275200.0,0.0,1.7226006528,0.457414055424,0.16837748195265,0.2747571109888,0.026231493011654502,20621426478203.0,35540854374400.0,0.41978247734369134,analytical,,219301.44049479687,0.0,20621426478203.0,152.0,4.072368421052632,152.0,152.0,0.0,0.0,0.0,4.072368421052632,0.08341893685822972,0.0,0.0,0.0,0.0,0.0,2807190624653.0,560359014400.0,343446388736.0,79.39655426889658,312.5136299058795,0.020838342607021332,12.374252080917358,58.17915219813585,580.977831967175,5.80977831967175,0.0008090703902752154
no_shared_kv_decode_cohort,16.0,100,4.714447224194684,206530.50399752072,2471.1574376577505,11062.81648507004,14284.16329579452,9.450284075534455,17.38703139104109,23.696167685853652,4.231528814337387,6.572776216218418,6.572776216218419,2186.2124136051953,2590.0714558691457,0.9107142857142857,765.0,0.8058479532163743,235.0,160029474816.0,1195611713024.0,2.12662770859034,2163200.0,2112000.0,0.8921284608,0.2391223426048,1.2427454316544002,0.1306005602304,0.025045967952896,35540854374400.0,35540854374400.0,0.0,analytical,,695784.701952,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599907,24760016699392.0,94891933696.0,163250700288.0,79.21411003917456,241.8499393388629,0.019426457583904266,1.0028555989265442,41.655377484858036,489.95113745331764,4.899511374533176,0.0010530687599181767
no_shared_kv_replication,16.0,100,2.937731998871661,128696.16340656973,2150.6717494442278,21466.088872032127,26792.20983408817,9.110274582953934,17.58703139104091,23.89616768585347,2.415816577023983,5.065336287935961,5.070021574199505,4872.510659332128,5278.555801097378,0.9107142857142857,765.0,0.7267032106499608,258.0,176563421184.0,2244013229976.0,2.3618354293395516,2163200.0,2112000.0,0.8921284608,0.4488026459952,0.54568297692815,0.14366665605120002,0.0203028073977455,22181143851741.0,35540854374400.0,0.3758972809691927,analytical,,256444.29786234905,0.0,22181143851741.0,163.0,3.6564417177914113,163.0,163.0,0.0,0.0,0.0,3.6564417177914113,0.19531160361164276,0.0,0.0,0.0,0.0,13193.271705599907,10813675719811.0,99983818752.0,179583320064.0,79.46527283638716,242.200443521142,0.01917406916618347,12.84016016870737,56.30046874284744,506.5963203087449,5.065963203087449,0.000725891884805417
waferagent_full,16.0,100,3.445932135945785,150959.39501151294,3301.172799054727,17322.317208575107,21412.48399153362,9.103980308213181,17.38703139104109,23.696167685853652,3.457438040348847,5.8801686815995895,5.880168681599591,3375.403278058412,3678.7622514479776,0.9107142857142857,765.0,0.7171799027552674,253.0,170984996864.0,1717055974912.0,2.3528571773200646,2163200.0,2112000.0,0.8921284608,0.3434111949824,0.9044630699967,0.1393381343232,0.022793408601023,29081223561086.0,35540854374400.0,0.18175226586468496,analytical,,271064.2902761478,0.0,29081223561086.0,238.0,2.0,238.0,238.0,0.0,0.0,0.0,2.0,9.71697478806301e-06,0.0,0.0,0.0,0.0,13193.271705599907,17989395021694.0,99866378240.0,174172667904.0,78.96446716040373,240.01086875796318,0.020359642803668976,15.30457753688097,57.79741518199444,501.718427054584,5.01718427054584,0.0008773563666605653
