nodes,edges,max_fan_in,max_fan_out,avg_fan_in,avg_fan_out,unique_shared_prefixes,shared_prefix_reuse_events,unique_shared_tokens,logical_shared_tokens,shared_prefix_ratio,job_id,workload,critical_path_weight,total_work_weight
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_61,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_62,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_63,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_64,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_65,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_66,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_67,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_68,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_69,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_70,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_71,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_72,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_73,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_74,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_75,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_76,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_77,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_78,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_79,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_80,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_81,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_82,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_83,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_84,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_85,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_86,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_87,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_88,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_89,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_90,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_91,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_92,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_93,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_94,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_95,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_96,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_97,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_98,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_99,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_100,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_101,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_102,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_103,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_104,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_105,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_106,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_107,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_108,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_109,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_110,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_111,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_112,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_113,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_114,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_115,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_116,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_117,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_118,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_119,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_120,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_121,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_122,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_123,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_124,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_125,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_126,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_127,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_128,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_129,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_130,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_131,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_132,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_133,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_134,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_135,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_136,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_137,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_138,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_139,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_140,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_141,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_142,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_143,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_144,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_145,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_146,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_147,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_148,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_149,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_150,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_151,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_152,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_153,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_154,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_155,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_156,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_157,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_158,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_159,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_160,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_161,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_162,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_163,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_164,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_165,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_166,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_167,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_168,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_169,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_170,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_171,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_172,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_173,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_174,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_175,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_176,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_177,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_178,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_179,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_180,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_181,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_182,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_183,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_184,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_185,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_186,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_187,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_188,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_189,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_190,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_191,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_192,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_193,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_194,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_195,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_196,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_197,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_198,debate,7104.0,20544.0
9,8,4,1,0.8888888888888888,0.8888888888888888,1,8,1280,9728,0.5,debate_job_199,debate,7104.0,20544.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_0,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_1,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_2,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_3,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_4,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_5,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_6,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_7,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_8,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_9,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_10,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_11,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_12,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_13,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_14,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_15,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_16,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_17,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_18,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_19,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_20,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_21,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_22,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_23,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_24,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_25,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_26,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_27,moa,7488.0,22080.0
9,20,4,4,2.2222222222222223,2.2222222222222223,1,8,1280,10496,0.5,moa_job_28,moa,7488.0,22080.0
