trace_idx,state_id,state_type,tokens,access_count,first_access,last_access,cross_agent,has_exact_token_hash,has_semantic_key
5,state_ae1c49539393682c27,assistant_delta,48,2,22,26,False,False,False
5,state_04a5e43c259750c122,assistant_delta,48,2,26,30,False,False,False
5,state_ef48afe852fcae883c,edit_diff,39,2,26,30,False,False,False
5,state_c3b58c83b09881c2c8,assistant_delta,48,1,30,30,False,False,False
5,state_0887e4f1d8b46e9ed9,tool_observation,71,1,30,30,False,False,False
5,state_3785242562c9ee11c8,assistant_delta,48,0,,,False,False,False
6,state_10a8eac7a967a47c9a,system_prefix,17,8,4,30,False,True,True
6,state_43df64fa6df6a54af3,task_prefix,21,8,4,30,False,True,True
6,state_68a7189b1dd8e3e7c3,agent_role,12,8,4,30,False,True,True
6,state_355fb3a3ae14abe8cd,assistant_delta,48,4,8,20,False,False,False
6,state_f3e5527e7ed0fd0966,file_context,6,1,8,8,False,False,False
6,state_12d550b9f3767fea51,assistant_delta,48,4,12,22,False,False,False
6,state_d75a2243ca39607fc1,file_context,114,3,12,30,False,False,False
6,state_97ff35763df4fd1e6c,assistant_delta,48,3,16,22,False,False,False
6,state_91779ee49bdd435d27,file_context,100,0,,,False,False,False
6,state_053b39700ab99eb87b,assistant_delta,48,3,20,26,False,False,False
6,state_82b610d7f11c6ffac0,test_failure_summary,161,4,20,30,False,False,False
6,state_998bbd25812e402032,assistant_delta,48,2,22,26,False,False,False
6,state_b357ed55b13ba9d0e4,assistant_delta,48,2,26,30,False,False,False
6,state_66e4962e831c49f2ca,edit_diff,34,2,26,30,False,False,False
6,state_4a0cbc00f9c4676c76,assistant_delta,48,1,30,30,False,False,False
6,state_66937ffe658b06efcb,tool_observation,71,1,30,30,False,False,False
6,state_dfba3a1685b3d231e8,assistant_delta,48,0,,,False,False,False
7,state_68c5dbee22154d3cf2,system_prefix,17,8,4,30,False,True,True
7,state_5f3cb7000c567565e2,task_prefix,22,8,4,30,False,True,True
7,state_e07d53ba3b2eae8c66,agent_role,12,8,4,30,False,True,True
7,state_6c8bd6c8cf6177811d,assistant_delta,48,4,8,20,False,False,False
7,state_98be089d5459093e77,file_context,6,1,8,8,False,False,False
7,state_058d1d0f59716c8a4d,assistant_delta,48,4,12,22,False,False,False
7,state_6aa13dd2d29dab721d,file_context,94,3,12,30,False,False,False
7,state_b4881ec7c045d52fd4,assistant_delta,48,3,16,22,False,False,False
7,state_8407ffcddc60a16c27,file_context,100,0,,,False,False,False
7,state_57253f4a960615ccbf,assistant_delta,48,3,20,26,False,False,False
7,state_06e333ec6b4f2f158b,test_failure_summary,126,4,20,30,False,False,False
7,state_0403b1d76d4262da2d,assistant_delta,48,2,22,26,False,False,False
7,state_47f3fd61038d1ac20f,assistant_delta,48,2,26,30,False,False,False
7,state_f1dd4bfb51e56ce6db,edit_diff,27,2,26,30,False,False,False
7,state_0a4ec0b1dd35a355e4,assistant_delta,48,1,30,30,False,False,False
7,state_94050654c936d3c59f,tool_observation,71,1,30,30,False,False,False
7,state_0ab5d037d2d216f3fd,assistant_delta,48,0,,,False,False,False
8,state_9c787eac0a07249877,system_prefix,17,8,4,30,False,True,True
8,state_baeeb2c2619f448017,task_prefix,21,8,4,30,False,True,True
8,state_75e7922f3db0eafd04,agent_role,12,8,4,30,False,True,True
8,state_1429fa606bcf587716,assistant_delta,48,4,8,20,False,False,False
8,state_feb7fa829b777b74b7,file_context,6,1,8,8,False,False,False
8,state_74145a2c9a9528666c,assistant_delta,48,4,12,22,False,False,False
8,state_e118173ff8ad3728c4,file_context,97,3,12,30,False,False,False
8,state_bb8eb05e07be79a919,assistant_delta,48,3,16,22,False,False,False
8,state_e6ee4526a64dbc5add,file_context,100,0,,,False,False,False
8,state_8b07ad7c66a8b77bcc,assistant_delta,48,3,20,26,False,False,False
8,state_4d26472e8e709d34be,test_failure_summary,154,4,20,30,False,False,False
8,state_2d442897cb58efe83f,assistant_delta,48,2,22,26,False,False,False
8,state_cdce3c053b1cd0b104,assistant_delta,48,2,26,30,False,False,False
8,state_57cfbdd0aa86c91663,edit_diff,30,2,26,30,False,False,False
8,state_40a37ae803e186a34e,assistant_delta,48,1,30,30,False,False,False
8,state_56ee5cc359cf3dee3d,tool_observation,71,1,30,30,False,False,False
8,state_adcaf1d3abf4c0083c,assistant_delta,48,0,,,False,False,False
9,state_f0c36b006dd8524150,system_prefix,17,8,4,30,False,True,True
9,state_6591e8442d5c2bd438,task_prefix,23,8,4,30,False,True,True
9,state_bfca4f15076c5af9ab,agent_role,12,8,4,30,False,True,True
9,state_28f41e95285ab2d072,assistant_delta,48,4,8,20,False,False,False
9,state_a6d1c20b9acb409d2c,file_context,6,1,8,8,False,False,False
9,state_8f8cc3ffd27ca60fca,assistant_delta,48,4,12,22,False,False,False
9,state_7cd2cccd94a4fedabb,file_context,131,3,12,30,False,False,False
9,state_e2c4e5f77022274dc0,assistant_delta,48,3,16,22,False,False,False
9,state_221a2d3f1235baaa00,file_context,100,0,,,False,False,False
9,state_7c1024cbb0da5558b2,assistant_delta,48,3,20,26,False,False,False
9,state_6ed520641e1839ff01,test_failure_summary,112,4,20,30,False,False,False
9,state_93b34dc8a64396eea7,assistant_delta,48,2,22,26,False,False,False
9,state_42097dd6639ae5d95a,assistant_delta,48,2,26,30,False,False,False
9,state_1a30695742398962c5,edit_diff,31,2,26,30,False,False,False
9,state_b5a7b18cec526106bf,assistant_delta,48,1,30,30,False,False,False
9,state_0a55a9bb5079a84dfc,tool_observation,71,1,30,30,False,False,False
9,state_c600d6be8d7484e754,assistant_delta,48,0,,,False,False,False
10,state_781db028cf8c56fa80,system_prefix,17,8,4,30,False,True,True
10,state_8d9a35f1bc9a8d61f2,task_prefix,19,8,4,30,False,True,True
10,state_c19188af5d184ee22d,agent_role,12,8,4,30,False,True,True
10,state_f5ac25dbeaa8158f7e,assistant_delta,48,4,8,20,False,False,False
10,state_6e789e44ae58503e60,file_context,6,1,8,8,False,False,False
10,state_7e50281171c463e84d,assistant_delta,48,4,12,22,False,False,False
10,state_29f9ab467d4e0afbc2,file_context,114,3,12,30,False,False,False
10,state_0b66b57daa80d4d32a,assistant_delta,48,3,16,22,False,False,False
10,state_fb9d31ceb08f36a8b5,file_context,100,0,,,False,False,False
10,state_89013e02f0609585b8,assistant_delta,48,3,20,26,False,False,False
10,state_e6a9999db9cb44a1c6,test_failure_summary,136,4,20,30,False,False,False
10,state_55855d33a89db0d37d,assistant_delta,48,2,22,26,False,False,False
10,state_c8a3730c4416656757,assistant_delta,48,2,26,30,False,False,False
10,state_e6b990f87ec6a75f17,edit_diff,25,2,26,30,False,False,False
10,state_08b3dc804ad1dab7ea,assistant_delta,48,1,30,30,False,False,False
10,state_fd5113888ca4f70a1d,tool_observation,71,1,30,30,False,False,False
10,state_6527fcc5b30569c1f3,assistant_delta,48,0,,,False,False,False
11,state_6e3bd097a843009cdb,system_prefix,17,8,4,30,False,True,True
11,state_d1b574086f1b19079d,task_prefix,18,8,4,30,False,True,True
11,state_90c754075cc9e802fb,agent_role,12,8,4,30,False,True,True
11,state_85903d5834c3dc1d7c,assistant_delta,48,3,8,16,False,False,False
11,state_5e8d37426bde78ed36,file_context,6,1,8,8,False,False,False
11,state_ad4c32a8f739072cd9,assistant_delta,48,3,12,20,False,False,False
11,state_6d3d700df6b2b02dff,file_context,97,3,12,30,False,False,False
11,state_908c89090a460e0b4b,assistant_delta,48,3,16,22,False,False,False
11,state_1d657093f9298fd38a,file_context,100,0,,,False,False,False
11,state_fc933dab18f47952f5,assistant_delta,48,2,20,22,False,False,False
11,state_8661351218d3c6560d,tool_observation,71,4,20,30,False,False,False
11,state_cb7add7046493ddc9a,assistant_delta,48,3,22,30,False,False,False
11,state_80b2d13fb1dc2d22f2,assistant_delta,48,2,26,30,False,False,False
11,state_8295a2524696555a76,edit_diff,37,2,26,30,False,False,False
11,state_5cdf3a783c6e45fee6,assistant_delta,48,1,30,30,False,False,False
11,state_0e8982cca51f8e6871,assistant_delta,48,0,,,False,False,False
12,state_c153fe50a61f1e9ee8,system_prefix,17,8,4,30,False,True,True
12,state_9941e6ff0cbda002aa,task_prefix,20,8,4,30,False,True,True
12,state_10f3a0ca0cb9657673,agent_role,12,8,4,30,False,True,True
12,state_6150926deddc98b414,assistant_delta,48,4,8,20,False,False,False
12,state_be85e82a3244e4c51e,file_context,6,1,8,8,False,False,False
12,state_14e6e88c11c4a70dcd,assistant_delta,48,4,12,22,False,False,False
12,state_e7909ba97f7882eeda,file_context,94,3,12,30,False,False,False
12,state_8f1d8904e88b76c78f,assistant_delta,48,3,16,22,False,False,False
12,state_6838d73fb65d5b49d6,file_context,100,0,,,False,False,False
12,state_7a43dfcd0794ebe510,assistant_delta,48,3,20,26,False,False,False
12,state_866a9d40f290000423,test_failure_summary,136,4,20,30,False,False,False
12,state_59912662cc1cb9b8aa,assistant_delta,48,2,22,26,False,False,False
12,state_35a419e6dff616d72e,assistant_delta,48,2,26,30,False,False,False
12,state_f9eac3a3bc4cf5e519,edit_diff,37,2,26,30,False,False,False
12,state_975a66e0d9e53425e5,assistant_delta,48,1,30,30,False,False,False
12,state_a24668ad2b89c47cbd,tool_observation,71,1,30,30,False,False,False
12,state_f370bdd774c841bee3,assistant_delta,48,0,,,False,False,False
13,state_b8d959251032386d77,system_prefix,17,8,4,30,False,True,True
13,state_1499c95f4314ce720c,task_prefix,22,8,4,30,False,True,True
13,state_645f004e8eb65cbd38,agent_role,12,8,4,30,False,True,True
13,state_ed7908d18eb27825c8,assistant_delta,48,4,8,20,False,False,False
13,state_577976903406219061,file_context,6,1,8,8,False,False,False
13,state_11c7ce1b5c1ef58921,assistant_delta,48,4,12,22,False,False,False
13,state_9a4eb1c469d980c9f3,file_context,131,3,12,30,False,False,False
13,state_d73f1806a310eea321,assistant_delta,48,3,16,22,False,False,False
13,state_c5d21c489f43c18a0c,file_context,100,0,,,False,False,False
13,state_3b3554784941765390,assistant_delta,48,3,20,26,False,False,False
13,state_06b02c533cd0e19ff8,test_failure_summary,166,4,20,30,False,False,False
13,state_3ab0bf122ccc8e05a9,assistant_delta,48,2,22,26,False,False,False
13,state_a9ac74533b36f38896,assistant_delta,48,2,26,30,False,False,False
13,state_3c0b7ddab7d594ab16,edit_diff,59,2,26,30,False,False,False
13,state_d8b815711706503ef4,assistant_delta,48,1,30,30,False,False,False
13,state_126ac18f458d13199e,tool_observation,71,1,30,30,False,False,False
13,state_0f0961c7c3b67958db,assistant_delta,48,0,,,False,False,False
14,state_97ad7196a6db403226,system_prefix,17,8,4,30,False,True,True
14,state_2fe2895025661ffbf0,task_prefix,22,8,4,30,False,True,True
14,state_6fde60be65a19fa35c,agent_role,12,8,4,30,False,True,True
14,state_8303bd421b1e50293a,assistant_delta,48,4,8,20,False,False,False
14,state_693226163b6e78a2ed,file_context,6,1,8,8,False,False,False
14,state_b91069cb9fa7ca5c10,assistant_delta,48,4,12,22,False,False,False
14,state_efbb4b62c8153d1be0,file_context,114,3,12,30,False,False,False
14,state_e06ef342097a88aac5,assistant_delta,48,3,16,22,False,False,False
14,state_a4e2d80aa272915694,file_context,100,0,,,False,False,False
14,state_790da1fdb751f4fd70,assistant_delta,48,3,20,26,False,False,False
14,state_819a469163a829fa55,test_failure_summary,137,4,20,30,False,False,False
14,state_3fe52968cd43ff32a5,assistant_delta,48,2,22,26,False,False,False
14,state_282847b606b3a149b2,assistant_delta,48,2,26,30,False,False,False
14,state_1db3f0fde5f7cf07ec,edit_diff,31,2,26,30,False,False,False
14,state_fe03a9842a5d08100b,assistant_delta,48,1,30,30,False,False,False
14,state_6a5b7f50345a1edcbe,tool_observation,71,1,30,30,False,False,False
14,state_bbd983454b66abee12,assistant_delta,48,0,,,False,False,False
15,state_cf58e0da68eea2d6a0,system_prefix,17,8,4,30,False,True,True
15,state_a57192df18dda2ed1b,task_prefix,20,8,4,30,False,True,True
15,state_8f87e81c330d86e477,agent_role,12,8,4,30,False,True,True
15,state_97e6ae594c067abd19,assistant_delta,48,4,8,20,False,False,False
15,state_181c75397c2b51a1ee,file_context,6,1,8,8,False,False,False
15,state_a785fbd58aa5089a76,assistant_delta,48,4,12,22,False,False,False
15,state_dfd1cca9008d071be5,file_context,97,3,12,30,False,False,False
15,state_b918e702bf1f4cae2c,assistant_delta,48,3,16,22,False,False,False
15,state_b47afd8c76b87fc513,file_context,100,0,,,False,False,False
15,state_4345d854b251bcdc93,assistant_delta,48,3,20,26,False,False,False
15,state_801fbb50ed14de7ed5,test_failure_summary,119,4,20,30,False,False,False
15,state_0a3a9549668d3bb41f,assistant_delta,48,2,22,26,False,False,False
15,state_a2bd183e7d9c28c355,assistant_delta,48,2,26,30,False,False,False
15,state_defbbde1e6b433d666,edit_diff,30,2,26,30,False,False,False
15,state_bda0045169c59238c3,assistant_delta,48,1,30,30,False,False,False
15,state_54863509d835debf6d,tool_observation,71,1,30,30,False,False,False
15,state_5dd3256ecced93815c,assistant_delta,48,0,,,False,False,False
16,state_4f1beac46860f288e1,system_prefix,17,8,4,30,False,True,True
16,state_31a6fb694168c53038,task_prefix,20,8,4,30,False,True,True
16,state_364b6198bb58ccf9d3,agent_role,12,8,4,30,False,True,True
16,state_c5b7adb714932b8fd0,assistant_delta,48,4,8,20,False,False,False
16,state_2933b79250d5fed182,file_context,6,1,8,8,False,False,False
16,state_bcf6838290a6cb4f32,assistant_delta,48,4,12,22,False,False,False
16,state_8826ed2e5045419bd6,file_context,94,3,12,30,False,False,False
16,state_54ca92036eab58cb64,assistant_delta,48,3,16,22,False,False,False
16,state_d17362d48781c595fb,file_context,100,0,,,False,False,False
16,state_6030db0e581b18a6c5,assistant_delta,48,3,20,26,False,False,False
16,state_3a748df7d3fafade4c,test_failure_summary,127,4,20,30,False,False,False
16,state_442ea2f904190aad05,assistant_delta,48,2,22,26,False,False,False
16,state_649add9f8efc3534d8,assistant_delta,48,2,26,30,False,False,False
16,state_9761685562f6448314,edit_diff,31,2,26,30,False,False,False
16,state_e32db02098039089e5,assistant_delta,48,1,30,30,False,False,False
16,state_f37da1ee5f77bd6b8d,tool_observation,71,1,30,30,False,False,False
16,state_55a4bb3ece1946e5a2,assistant_delta,48,0,,,False,False,False
17,state_4ce81aa43191da0cfa,system_prefix,17,8,4,30,False,True,True
17,state_b9c3f161585ebdd5f8,task_prefix,22,8,4,30,False,True,True
17,state_34dd4262b6d94822d7,agent_role,12,8,4,30,False,True,True
17,state_cacad5d628298b893a,assistant_delta,48,4,8,20,False,False,False
17,state_302c9ddf4252fe6887,file_context,6,1,8,8,False,False,False
17,state_9d777bac705e57fc02,assistant_delta,48,4,12,22,False,False,False
17,state_8b9ab9f79d3ea95388,file_context,112,3,12,30,False,False,False
17,state_4b280266b762d0a0ef,assistant_delta,48,3,16,22,False,False,False
17,state_4540265221309bfbed,file_context,100,0,,,False,False,False
17,state_3829e02d219a248084,assistant_delta,48,3,20,26,False,False,False
17,state_27ef0844b4f92c50ee,test_failure_summary,160,4,20,30,False,False,False
17,state_927fcb918a88dbdacd,assistant_delta,48,2,22,26,False,False,False
17,state_e10b354b6bced63a27,assistant_delta,48,2,26,30,False,False,False
17,state_3a3dd672f29c2463b4,edit_diff,35,2,26,30,False,False,False
17,state_f281890beaf5baa28a,assistant_delta,48,1,30,30,False,False,False
17,state_63b0cde081d91e3aa4,tool_observation,71,1,30,30,False,False,False
17,state_82936cdf80d9819829,assistant_delta,48,0,,,False,False,False
18,state_22df0a193174b1669e,system_prefix,17,8,4,30,False,True,True
18,state_bc49af2bc5e5fddf6e,task_prefix,21,8,4,30,False,True,True
18,state_551c6196c7f3c43064,agent_role,12,8,4,30,False,True,True
18,state_ef01275f41186310be,assistant_delta,48,4,8,20,False,False,False
18,state_e271b24f0d71ea83bf,file_context,6,1,8,8,False,False,False
18,state_e5d56fe0c4479d05bd,assistant_delta,48,4,12,22,False,False,False
18,state_35f81847c0f3c76404,file_context,131,3,12,30,False,False,False
18,state_05c4ba520847cccf41,assistant_delta,48,3,16,22,False,False,False
18,state_d172ce9641d5fc74f6,file_context,100,0,,,False,False,False
18,state_0d4239e0e36569fc53,assistant_delta,48,3,20,26,False,False,False
18,state_df641f07bb0d37195c,test_failure_summary,113,4,20,30,False,False,False
18,state_74333b7f40e18340e3,assistant_delta,48,2,22,26,False,False,False
18,state_9619b79137a5bbe96c,assistant_delta,48,2,26,30,False,False,False
18,state_ce99f5364890a7e3d2,edit_diff,29,2,26,30,False,False,False
18,state_12de06ae410d28f50c,assistant_delta,48,1,30,30,False,False,False
18,state_20cb8ae0ccd00783f1,tool_observation,71,1,30,30,False,False,False
18,state_128f4e8500dbcd9025,assistant_delta,48,0,,,False,False,False
19,state_8bac68cf75b37a8767,system_prefix,17,8,4,30,False,True,True
19,state_b830262691e8a223e6,task_prefix,20,8,4,30,False,True,True
19,state_925161c2052e549138,agent_role,12,8,4,30,False,True,True
19,state_a0a2945286fc928321,assistant_delta,48,4,8,20,False,False,False
19,state_750ca376b2ee4108b7,file_context,6,1,8,8,False,False,False
19,state_264f66cc24f9637a2f,assistant_delta,48,4,12,22,False,False,False
19,state_a9041d9ffbe132fd16,file_context,114,3,12,30,False,False,False
19,state_3f915a0b2dc5e9a2e4,assistant_delta,48,3,16,22,False,False,False
19,state_36ff95401a4ead288f,file_context,100,0,,,False,False,False
19,state_e8cf8637d8dfa6a50a,assistant_delta,48,3,20,26,False,False,False
19,state_ed777ce04735c89803,test_failure_summary,159,4,20,30,False,False,False
19,state_07aef8a7e9daa3d7f5,assistant_delta,48,2,22,26,False,False,False
19,state_8c6334e7e96be2c9eb,assistant_delta,48,2,26,30,False,False,False
19,state_177ee495138c32e741,edit_diff,21,2,26,30,False,False,False
19,state_875039f53542391ee4,assistant_delta,48,1,30,30,False,False,False
19,state_360f09ea3b808c012b,tool_observation,71,1,30,30,False,False,False
19,state_df6425756c986a0082,assistant_delta,48,0,,,False,False,False
20,state_aa326dc96af7630f02,system_prefix,17,8,4,30,False,True,True
20,state_24be5c7fdd3254e007,task_prefix,19,8,4,30,False,True,True
20,state_fc9e399a448e5673d0,agent_role,12,8,4,30,False,True,True
20,state_2e8afb1462e464238a,assistant_delta,48,4,8,20,False,False,False
20,state_8bb58e31609578d3cf,file_context,6,1,8,8,False,False,False
20,state_860fbed4546873dae2,assistant_delta,48,4,12,22,False,False,False
20,state_37b0ba9af57497e9e7,file_context,114,3,12,30,False,False,False
20,state_ae056e149ef301e9d7,assistant_delta,48,3,16,22,False,False,False
20,state_7fdc53f5471acc1240,file_context,100,0,,,False,False,False
20,state_4837089bc7df129749,assistant_delta,48,3,20,26,False,False,False
20,state_a9e583949d287beed3,test_failure_summary,109,4,20,30,False,False,False
20,state_732570b50c97385bf6,assistant_delta,48,2,22,26,False,False,False
20,state_ad118a6d5442b3220b,assistant_delta,48,2,26,30,False,False,False
20,state_91d7d5c51c21ce9f70,edit_diff,31,2,26,30,False,False,False
20,state_1ba906b80876f47e3c,assistant_delta,48,1,30,30,False,False,False
20,state_84292b0fccb8e714d9,tool_observation,71,1,30,30,False,False,False
20,state_da68ac2198298e8ed7,assistant_delta,48,0,,,False,False,False
21,state_12f22c037f6f16562f,system_prefix,17,8,4,30,False,True,True
21,state_5bd32620f49cf78f6b,task_prefix,21,8,4,30,False,True,True
21,state_be99c18bff050c8134,agent_role,12,8,4,30,False,True,True
21,state_f313cf1751bf086b71,assistant_delta,48,4,8,20,False,False,False
21,state_98c866631c43353eed,file_context,6,1,8,8,False,False,False
21,state_3fe7bb543b2481fb6a,assistant_delta,48,4,12,22,False,False,False
21,state_c49286d13dee1cdf3e,file_context,131,3,12,30,False,False,False
21,state_394a8cd55db57a8c43,assistant_delta,48,3,16,22,False,False,False
21,state_f8a65fa8edb9a9da01,file_context,100,0,,,False,False,False
21,state_609e2be77a24d944f0,assistant_delta,48,3,20,26,False,False,False
21,state_5faf3ed45d6346f0ad,test_failure_summary,153,4,20,30,False,False,False
21,state_316289341bba0abab5,assistant_delta,48,2,22,26,False,False,False
21,state_ea400ee47364603ae5,assistant_delta,48,2,26,30,False,False,False
21,state_15d6d3fbb32d5beff8,edit_diff,31,2,26,30,False,False,False
21,state_f3d3db872f57fefcb3,assistant_delta,48,1,30,30,False,False,False
21,state_82787e5d152fa6ab6c,tool_observation,71,1,30,30,False,False,False
21,state_8d9187d478e6964be6,assistant_delta,48,0,,,False,False,False
22,state_e50d205b7b6942ab9e,system_prefix,17,8,4,30,False,True,True
22,state_a1bef3da58c5473a04,task_prefix,19,8,4,30,False,True,True
22,state_300fc9850448331c20,agent_role,12,8,4,30,False,True,True
