baseline,slo_type,slo_ms,arrival_rate_jobs_per_s,completed_jobs,successful_jobs,slo_goodput_jobs_per_s,energy_per_successful_job_j
kvflow_like,jct_ms,1000.0,16.0,100,0,0.0,25.54205371904
kvflow_like,jct_ms,5000.0,16.0,100,0,0.0,25.54205371904
kvflow_like,jct_ms,10000.0,16.0,100,50,1.369713895930294,0.5108410743808
pat_like,jct_ms,1000.0,16.0,100,0,0.0,15.471778788893001
pat_like,jct_ms,5000.0,16.0,100,51,1.3315819832449391,0.3033682115469216
pat_like,jct_ms,10000.0,16.0,100,51,1.3315819832449391,0.3033682115469216
wafer_naive,jct_ms,1000.0,16.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,16.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,16.0,100,50,1.3603716686969256,0.5324903939071999
waferagent_full,jct_ms,1000.0,16.0,100,56,2.951528026668918,0.04184748245673929
waferagent_full,jct_ms,5000.0,16.0,100,86,4.532703755241553,0.02724952346020233
waferagent_full,jct_ms,10000.0,16.0,100,93,4.901644758575167,0.025198484059972045
ideal_next_use_cache,jct_ms,1000.0,16.0,100,55,2.836001803087478,0.03576548674272455
ideal_next_use_cache,jct_ms,5000.0,16.0,100,76,3.918838855175424,0.025882918037498027
ideal_next_use_cache,jct_ms,10000.0,16.0,100,93,4.79542123067519,0.021151631944622044
